ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
21719	I [first person singular]		I	ŋa¹³	ŋa¹³	ŋ a ¹³			21719		327
21603	above		over / above	ʌ¹³tʂhɿ³³	ʌ¹³tʂhɿ³³	ʌ ¹³ ◦ tʂh ɿ ³³			21603		2262
21749	all		all / everything	jo³³dzo⁵⁵	jo³³dzo⁵⁵	j o ³³ ◦ dz o ⁵⁵			21749		4514
21824	bad		bad	ʂtʂu⁵⁵tʂu³³	ʂtʂu⁵⁵tʂu³³	ʂ tʂ u ⁵⁵ ◦ tʂ u ³³			21824	!	2303
21604	below, under		below / under	ɑ¹³tshɿ³³	ɑ¹³tshɿ³³	ɑ ¹³ ◦ tsʰ ɿ ³³			21604		2263
21751	big		big / large	tɕi⁵⁵tɕi⁵⁵	tɕi⁵⁵tɕi⁵⁵	tɕ i ⁵⁵ ◦ tɕ i ⁵⁵			21751		29701
22400	black		black	na⁵⁵na⁵⁵	na⁵⁵na⁵⁵	n a ⁵⁵ ◦ n a ⁵⁵			22400		511
21835	cold (of temperature)		cold (water)	vɪ⁵⁵vɪ⁵⁵	vɪ⁵⁵vɪ⁵⁵	v ɪ ⁵⁵ ◦ v ɪ ⁵⁵			21835		2307
24018	cold (of temperature)		cold (weather)	ʌ⁵⁵guɛ⁵⁵	ʌ⁵⁵guɛ⁵⁵	ʌ ⁵⁵ ◦ g u ɛ ⁵⁵			24018		2793
21818	correct (right)		right / correct	tʌ³³ndʑa⁵⁵	tʌ³³ndʑa⁵⁵	t ʌ ³³ ◦ n dʑ a ⁵⁵			21818	!	4542
16541	dark		dark	na³³pu⁵⁵pu³³	na³³pu⁵⁵pu³³	n a ³³ ◦ p u ⁵⁵ ◦ p u ³³			16541		144
18066	dirty		dirty	ma³³ʂtsᴜ̃⁵⁵ma³³	ma³³ʂtsᴜ̃⁵⁵ma³³	m a ³³ ◦ ʂ ts ᴜ̃ ∼ ⁵⁵ ◦ m a ³³		Tibetan[gtsaŋ]	18066	!	1005
21801	dry		dry	tʂy³³tʂy⁵⁵	tʂy³³tʂy⁵⁵	tʂ y ³³ ◦ tʂ y ⁵⁵			21801		2297
21793	early		early	tə⁵⁵ra⁵⁵	tə⁵⁵ra⁵⁵	t ə ⁵⁵ ◦ r a ⁵⁵			21793		2295
22903	eight		eight	ɟje⁵⁵	ɟje⁵⁵	ɟ j e ⁵⁵			22903	?	183
21759	far		far / distant	tʂi⁵⁵tʂi⁵⁵	tʂi⁵⁵tʂi⁵⁵	tʂ i ⁵⁵ ◦ tʂ i ⁵⁵			21759		2288
21511	firewood		firewood	shɛ¹³	shɛ¹³	sh ɛ ¹³			21511		6006
21644	five		five	ŋøi¹³	ŋøi¹³	ŋ ø i ¹³			21644		10357
21643	four		four	dʌ¹³	dʌ¹³	d ʌ ¹³			21643		263
23686	full		full	ʌ⁵⁵pei⁵⁵	ʌ⁵⁵pei⁵⁵	ʌ ⁵⁵ ◦ p e i ⁵⁵			23686		2705
21823	good		good	lɪ⁵⁵lɪ⁵⁵	lɪ⁵⁵lɪ⁵⁵	l ɪ ⁵⁵ ◦ l ɪ ⁵⁵			21823		2302
23811	green		green	dʑᴜ³³ nkhu⁵⁵	dʑᴜ³³ nkhu⁵⁵	dʑ ᴜ ³³ _ n kh u ⁵⁵		tib[ljang.khu] (yunfan 15/02/19)	23811	!	3262
