ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
	new			sar³³paʔ⁵⁵							
	to kill		杀（人）	sat⁵⁵							
	the ashes		草木灰	scça⁵⁵kʰa³³χpʰji³³							
	right			scçʰeʔs							
	the forest			se³³gu⁵⁵							
	firewood			se⁵⁵							
	to think (reflect)		想、思考	sem³³noŋ⁵³lat³³							
	the belly			sə³³tʰa⁵⁵							
	the blood			sə⁵⁵							
	the fruit			sə⁵⁵							
	to die			sə⁵⁵							
	the dew			sə⁵⁵rɕoq³³							
	ten			sɣi⁵⁵							
	to cook			sɣiʔ⁵⁵							
	the heart			sjar⁵³							
	to scratch			skʰroq⁵⁵							
	to burn [transitive]		烧（香）	snat⁵⁵							
	the nose			sne⁵⁵							
	seven			sneʔs⁵³							
	the moon			snə³³ɣli⁵⁵							
	today			sni⁵³							
	the day (opposed to night)			sno³³go⁵⁵							
	middle			sɲuŋ³³bu⁵⁵							
	the child			sŋa³³lu⁵⁵							
	the child (young human)			sŋa³³lu⁵⁵							
	the child			sŋaq⁵⁵							
	the child (young human)			sŋaq⁵⁵							
	the frost			sŋar⁵⁵							
	before			so³³dʑi⁵⁵							
	the louse			so³³ru⁵⁵							
	the tree			so³³χpʰo⁵⁵							
	to breathe		呼（气）	soŋ⁵⁵sə⁵⁵lat⁵⁵							
	to hide (conceal)			spiʔt⁵⁵							
	the wolf			spjaŋ³³gu⁵³							
	long			sre⁵⁵							
	long			sren⁵⁵							
	the tiger			staq⁵³							
	the egg			stʰək⁵⁵							
	straight			stu⁵⁵							
	who			su⁵³							
	the hoof			ta³³ka⁵⁵tsa³³							
	the branch			tai³³ga⁵⁵							
	the otter		水獭	tɕʰi³³sram⁵³							
	to cut		砍骨头	tɕʰop⁵⁵							
	to sew			tɕʰop⁵⁵							
	what			te⁵³							
	how			te⁵⁵mɲet³³me³³							
	the sky			tə³³mu⁵⁵							
	far			tʰaq³³raŋ⁵³							
	to drink			tʰe⁵⁵							
	the meat			tʰom⁵³							
	the night		晚上	to³³moʔr⁵³							
	the goat			tsʰet⁵⁵							
	the salt			tsʰə⁵⁵							
	to know			tsʰoʔ⁵⁵							
	to know (something)			tsʰoʔ⁵⁵							
	the salt			tsʰrə⁵⁵							
	salty			tsʰrəʔ⁵⁵							
	to push			tʂaq⁵⁵							
	to squeeze		挤（牙膏）	tʂaq⁵⁵							
	the father			va⁵⁵							
	all			vde³³vde⁵³							
	the thigh			vdom⁵⁵							
	the back			vgur⁵³							
	to come			vi⁵⁵							
	correct (right)			vɟje⁵⁵							
	smooth			vleʔk⁵⁵							
	to burn [transitive]		烧（火）	vlo⁵⁵							
	hundred			vrje⁵³							
	to see			vro⁵³							
	the intestines		大肠	vu⁵⁵pʰrom⁵³							
	the intestines		大肠	vu⁵⁵pom⁵⁵							
	the intestines		小肠	vu⁵⁵tsem⁵⁵							
	the intestines		小肠	vu⁵ɲaq⁵⁵							
	to bite		（动物）咬	vzek⁵⁵							
	to turn (around)		（自）转	vzɣiʔ⁵⁵							
	to split		（墙）裂开	vzur⁵³							
	noon			vʑo⁵⁵							
	the noon			vʑo⁵⁵							
	the wing			war³³kʰam⁵³							
	the head			wu⁵⁵							
	the hair (of the head)			wu⁵⁵mə⁵⁵rma⁵⁵							
	wet			xɕiʔt⁵⁵							
	three			xsom⁵³							
	to be alive			xsuʔ⁵⁵							
	six			xtɕok⁵⁵							
	the sickle			xtiʔ⁵⁵							
	short			xtiʔs⁵⁵							
	and			za⁵⁵							
	the lightning			zblap⁵⁵							
	dry			zbuk⁵⁵							
	the cloud			zdem⁵³							
	the fog			zdem⁵³							
	small			ze⁵³							
	the child (descendant)		小的（不分性别）	ze⁵⁵me³³							
	the star			zgrə⁵³							
	the child (descendant)		子女	zi³³mi⁵³							
	the child (descendant)		子孙	zi³³vli⁵⁵							
	the son			zi⁵⁵							
	sharp			zok⁵⁵							
	the grass		青草	χɕe⁵³							
	to cry (weep)		哭泣	χɕi⁵³							
	to vomit			χpʰaʔs⁵⁵							
	the mud		泥巴	χpʰji⁵⁵							
	yesterday			χsni⁵⁵							
	yellow			χsor³³poʔ⁵⁵							
	the earth (soil)		黄土	χtɕʰo³³tʰi⁵⁵							
	the fox			χtʰje⁵⁵							
	rotten (of fruits)			χtsit⁵⁵							
	the leg										
	the work										
	to burn [intransitive]										
	to choose										
	to reside (live)										
	to sow (broadcast, scatter seeds)										
