ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
	the mouth			mtɕʰə⁵³	mtɕʰə⁵³						
	the mouth			kʰu⁵³	kʰu⁵³						
	the mud			ʁɲo⁵³	ʁɲo⁵³						
	the mud		稀泥	ʁɲa⁵⁵mbe⁵⁵	ʁɲa⁵⁵mbe⁵⁵						
	the nail (fingernail or claw)			rdze⁵	rdze⁵						
	the name			rme⁵³	rme⁵³						
	the neck			fqə⁵³	fqə⁵³						
	the needle (for sewing)			ʁav⁵³	ʁav⁵³						
	the night		晚上	mir⁵³	mir⁵³						
	the night		夜里	ɕɣar⁵⁵	ɕɣar⁵⁵						
	the nit			srə⁵⁵	srə⁵⁵						
	the noon			vʑe⁵³	vʑe⁵³						
	the nose			sni⁵³	sni⁵³						
	the otter			sram⁵³	sram⁵³						
	the person			vɟju⁵⁵	vɟju⁵⁵						
	the pig			pʰa⁵³	pʰa⁵³						
	the rain			mə⁵³	mə⁵³						
	the rainbow			ndʑa⁵³	ndʑa⁵³						
	the rice plant			mbrɛ⁵³	mbrɛ⁵³						
	the river		大河	ʁrɲəm⁵³	ʁrɲəm⁵³						
	the river		小河	ɣdə⁵⁵zi⁵⁵	ɣdə⁵⁵zi⁵⁵						
	the road			tɕʰi⁵³	tɕʰi⁵³						
	the roof			sə⁵⁵mŋu³³rbɑ³³wu⁵³	sə⁵⁵mŋu³³rbɑ³³wu⁵³						
	the root			srəm⁵⁵	srəm⁵⁵						
	the rope			bre⁵³	bre⁵³						
	the salt			tsʰi⁵⁵	tsʰi⁵⁵						
	the sand			lbəɣ⁵³	lbəɣ⁵³						
	the sea			rɟjɛ⁵⁵mtsʰo³³	rɟjɛ⁵⁵mtsʰo³³						
	the seed			rvə⁵⁵	rvə⁵⁵						
	the sheep			ʁje⁵³	ʁje⁵³						
	the shit			rcçɑ³³pe⁵³	rcçɑ³³pe⁵³						
	the shit		粪	le⁵⁵	le⁵⁵						
	the shoulder			lvɑɣ⁵⁵	lvɑɣ⁵⁵						
	the sickle			rja³³zar⁵⁵	rja³³zar⁵⁵						
	the skin			dʑə³³dʑu⁵³	dʑə³³dʑu⁵³						
	the sky			mə⁵³	mə⁵³						
	the sky		天空	mə⁵³gə³³	mə⁵³gə³³						
	the smoke			mkʰə⁵⁵	mkʰə⁵⁵						
	the snake			bə⁵⁵rə³³	bə⁵⁵rə³³						
	the snow			lvi⁵⁵	lvi⁵⁵						
	the snow			lviu⁵⁵	lviu⁵⁵						
	the son			zi⁵³	zi⁵³						
	the sparrow			pji⁵⁵zi⁵⁵	pji⁵⁵zi⁵⁵						
	the spider			qʰɛ³³sɲɑ⁵⁵	qʰɛ³³sɲɑ⁵⁵						
	the star			zgrə⁵³	zgrə⁵³						
	the stick										
	the stone (a piece of)			rgə³³me⁵³	rgə³³me⁵³						
	the sun			ɣnə⁵⁵	ɣnə⁵⁵						
	the tail			lmi⁵³	lmi⁵³						
	the thigh			vdəm⁵³	vdəm⁵³						
	the thunder			zgre⁵³	zgre⁵³						
	the tiger			stɑ⁵³	stɑ⁵³						
	the tongue			sɲi⁵⁵	sɲi⁵⁵						
	the tooth (front)			dʑə³³ɕɣi⁵³	dʑə³³ɕɣi⁵³						
	the tree			sɛ³³pʰo⁵³	sɛ³³pʰo⁵³						
	the water			ɣdə⁵³	ɣdə⁵³						
	the wheat			ʁji⁵³	ʁji⁵³						
	the wife		妻子	kʰrɛl⁵⁵mu³³	kʰrɛl⁵⁵mu³³						
	the wife		媳妇	rjav⁵⁵	rjav⁵⁵						
	the wife		媳妇	sko⁵me⁵⁵	sko⁵me⁵⁵						
	the wind			χpər⁵⁵ju³³	χpər⁵⁵ju³³						
	the wing			spʰav⁵⁵	spʰav⁵⁵						
	the wolf			spjaŋ⁵⁵gəɣ³³	spjaŋ⁵⁵gəɣ³³						
	the woman			mə⁵⁵le⁵⁵	mə⁵⁵le⁵⁵						
	the woman			və⁵⁵sme⁵⁵	və⁵⁵sme⁵⁵						
	the wood (material)			sa⁵⁵kləm³³	sa⁵⁵kləm³³						
	the work										
	the worm			bə⁵⁵jo³³	bə⁵⁵jo³³						
	the year			dɣu⁵⁵	dɣu⁵⁵						
	there		那里（亲见）	ə⁵⁵tə³³gə³³	ə⁵⁵tə³³gə³³						
	there		那里（未亲见）	a³³tə⁵⁵gə³³	a³³tə⁵⁵gə³³						
	they [third person plural]		他们（亲见，近指）	cçə⁵³ɟji³³	cçə⁵³ɟji³³						
	they [third person plural]		他们（亲见，远指）	ə⁵⁵tə³³ɟji³³	ə⁵⁵tə³³ɟji³³						
	they [third person plural]		他们（未亲见）	a³³tə⁵³ɟji³³	a³³tə⁵³ɟji³³						
	thick			jɑɣ⁵³	jɑɣ⁵³						
	thin			ŋʁji⁵⁵	ŋʁji⁵⁵						
	thin (object)			bi⁵³	bi⁵³						
	thin (slim)			ŋʁji⁵⁵	ŋʁji⁵⁵						
	this			cçə⁵³	cçə⁵³						
	thou [second person singular]			nu⁵³	nu⁵³						
	thou [second person singular]			ɲe⁵³	ɲe⁵³						
	three			xsəm⁵³	xsəm⁵³						
	to be alive			xsu⁵³	xsu⁵³						
	to bite			ŋrcçʰa⁵⁵	ŋrcçʰa⁵⁵						
	to blow (of wind)			mŋu⁵⁵	mŋu⁵⁵						
	to breathe			nsə³³sji⁵³	nsə³³sji⁵³						
	to burn [intransitive]			lo⁵³	lo⁵³						
	to burn [transitive]			ɕo⁵⁵	ɕo⁵⁵						
	to burn [transitive]			vlo⁵³	vlo⁵³						
	to burn [transitive]			snɑ⁵⁵	snɑ⁵⁵						
	to buy			ɣdə⁵³	ɣdə⁵³						
	to chew			ntɕɑ⁵⁵tɕɑ³³	ntɕɑ⁵⁵tɕɑ³³						
	to choose		选举	rtʰɛ³³tʰɛ⁵⁵	rtʰɛ³³tʰɛ⁵⁵						
	to choose		挑选	ntsʰɛl³³ʁɛ⁵³	ntsʰɛl³³ʁɛ⁵³						
	to climb			ŋrʁər⁵⁵ʁa³³	ŋrʁər⁵⁵ʁa³³						
	to come			və⁵³	və⁵³						
	to come			rə³³to⁵³	rə³³to⁵³						
	to cook			sji⁵³	sji⁵³						
	to count			xsər⁵³	xsər⁵³						
	to cry (weep)		哭	ʁbə⁵⁵lə³³	ʁbə⁵⁵lə³³						
	to cry (weep)		哭泣	ɕu⁵³	ɕu⁵³						
	to cut		砍（树）	pʰɛ⁵⁵	pʰɛ⁵⁵						
	to cut		砍（骨头）、切（菜）	rpɛ⁵⁵tsɛ⁵⁵	rpɛ⁵⁵tsɛ⁵⁵						
	to die			sə⁵³	sə⁵³						
	to dig			slu⁵³	slu⁵³						
	to drink			tʰe⁵³	tʰe⁵³						
	to eat			dzi⁵³	dzi⁵³						
	to fall			nɑ³³χpʰɑɣ⁵⁵	nɑ³³χpʰɑɣ⁵⁵						
	to fear (be afraid)			nscçər⁵³	nscçər⁵³						
	to fight			χtsʰə⁵³tsʰə³³	χtsʰə⁵³tsʰə³³						
	to float			rge⁵⁵	rge⁵⁵						
	to flow			və³³və⁵³	və³³və⁵³						
	to fly (move through air)			ɣmbjəm⁵³	ɣmbjəm⁵³						
	to forget			lmə⁵³	lmə⁵³						
	to freeze (intransitive)			rpʰəm⁵³ ntsʰɑɣ³³	rpʰəm⁵³ ntsʰɑɣ³³						
	to give			kʰə⁵³	kʰə⁵³						
	to grow			a³³qʰra⁵³	a³³qʰra⁵³						
	to hear			smi⁵³	smi⁵³						
	to hide (conceal)			spi⁵⁵	spi⁵⁵						
	to hit			tal⁵³	tal⁵³						
	to hit			tsʰə⁵³	tsʰə⁵³						
	to hold			dʑe⁵⁵	dʑe⁵⁵						
	to hunt			rŋa⁵³	rŋa⁵³						
	to kill		杀（人）	sa⁵³	sa⁵³						
	to kill		杀（鸡）	nɕi⁵³	nɕi⁵³						
	to knead			lne⁵³	lne⁵³						
	to know			χtsʰru⁵⁵	χtsʰru⁵⁵						
	to know (something)			χtsʰru⁵⁵	χtsʰru⁵⁵						
	to laugh			ŋqʰɛ⁵³	ŋqʰɛ⁵³						
	to learn			ndze⁵⁵	ndze⁵⁵						
	to lick			ndzɛɣ⁵³	ndzɛɣ⁵³						
	to lie down			zɟə⁵⁵ɟə⁵⁵	zɟə⁵⁵ɟə⁵⁵						
	to lie, rest			zɟə⁵⁵ɟə⁵⁵	zɟə⁵⁵ɟə⁵⁵						
	to marry (a man marries a woman)			rjav⁵⁵ŋkʰru⁵³	rjav⁵⁵ŋkʰru⁵³						
	to open			cçʰo⁵³	cçʰo⁵³						
	to plant (vegetals, rice)			je⁵³	je⁵³						
	to plant (vegetals, rice)		栽（花、树）	sju⁵⁵	sju⁵⁵						
	to play			ncçʰal⁵⁵	ncçʰal⁵⁵						
	to pull			rə³³rɕə⁵³	rə³³rɕə⁵³						
	to push			rə³³ŋkʰɑɣ⁵⁵	rə³³ŋkʰɑɣ⁵⁵						
	to reside (live)			rje⁵³	rje⁵³						
	to rub		蹭	ŋgɛ⁵⁵fsə³³	ŋgɛ⁵⁵fsə³³						
	to rub		搓	nləɣ⁵⁵le⁵⁵	nləɣ⁵⁵le⁵⁵						
	to run			ŋʁrjuɣ⁵⁵	ŋʁrjuɣ⁵⁵						
	to run			mbra³³rɟjuɣ⁵³	mbra³³rɟjuɣ⁵³						
	to say			rɛ⁵⁵	rɛ⁵⁵						
	to scratch			nsprɛ⁵⁵wu⁵⁵	nsprɛ⁵⁵wu⁵⁵						
	to see			vde⁵³	vde⁵³						
	to sew			tƈʰav⁵³	tƈʰav⁵³						
	to shoot (an arrow)			lɛ⁵⁵	lɛ⁵⁵						
	to sing			dʐo³³re⁵³vi³³	dʐo³³re⁵³vi³³						
	to sit			rje⁵³	rje⁵³						
	to sleep			jəv⁵³	jəv⁵³						
	to smell (perceive odor) [transitive]			go⁵³	go⁵³						
	to smell (perceive odor) [transitive]			ʁne⁵³	ʁne⁵³						
	to smell (perceive odor) [transitive]			nlə³³ləm⁵³	nlə³³ləm⁵³						
	to sow (broadcast, scatter seeds)										
	to spit										
	to split		（墙）裂开	vzər⁵⁵	vzər⁵⁵						
	to split		（瓜、瓷器）裂开	bjɑɣ⁵⁵	bjɑɣ⁵⁵						
	to squeeze			ftsar⁵³	ftsar⁵³						
	to stab		戳	stʰɣə⁵⁵	stʰɣə⁵⁵						
	to stab		刺	kɛ³³rdzo⁵³	kɛ³³rdzo⁵³						
	to stab		捅	ndzɛr³³rtsʰɑ⁵³	ndzɛr³³rtsʰɑ⁵³						
	to stand		站立	dzur⁵³	dzur⁵³						
	to stand		站起来	tɕʰə³³ra⁵³	tɕʰə³³ra⁵³						
	to steal			fkə⁵³	fkə⁵³						
	to swell			ɣbu⁵³	ɣbu⁵³						
	to swim			ʑɑ⁵³	ʑɑ⁵³						
	to think (reflect)			nsə⁵⁵se³³	nsə⁵⁵se³³						
	to throw			ncço⁵³	ncço⁵³						
	to tie (together)			rcçʰe⁵³	rcçʰe⁵³						
	to tie (together)		拴（牛）	pʰrɑɣ⁵⁵	pʰrɑɣ⁵⁵						
	to turn (around)			rə³³ŋʁo⁵⁵le³³	rə³³ŋʁo⁵⁵le³³						
	to vomit			pʰɛl³³vi⁵³	pʰɛl³³vi⁵³						
	to walk			ftɕʰi⁵³	ftɕʰi⁵³						
	to wash			rʑə⁵³	rʑə⁵³						
	to wipe			pja⁵³	pja⁵³						
	to yawn			sʁəm⁵³ a³³to³³	sʁəm⁵³ a³³to³³						
	today			fsnə⁵³	fsnə⁵³						
	tomorrow			na⁵⁵ru³³	na⁵⁵ru³³						
	twenty			nɛ⁵⁵sə³³	nɛ⁵⁵sə³³						
	two			ɣnɛ⁵³	ɣnɛ⁵³						
	warm (hot)		温（水）	nvi⁵⁵	nvi⁵⁵						
	warm (hot)		温（水）	ʁli⁵⁵	ʁli⁵⁵						
	warm (hot)			tsʰi⁵³	tsʰi⁵³						
	we [first person plural inclusive]			gə³³ɟji⁵³	gə³³ɟji⁵³						
	wet			lu⁵³	lu⁵³						
	what			tʰi⁵³	tʰi⁵³						
	when			nəm⁵⁵na³³	nəm⁵⁵na³³						
	where			ŋə⁵⁵la³³	ŋə⁵⁵la³³						
	where			ŋə⁵⁵tə³³gə³³	ŋə⁵⁵tə³³gə³³						
	white			pʰrəm⁵³	pʰrəm⁵³						
	who			sə⁵³	sə⁵³						
	wide		宽	ləm⁵⁵	ləm⁵⁵						
	wide		宽敞	ʁrjəm⁵⁵	ʁrjəm⁵⁵						
	yellow			sɛr⁵⁵pu³³	sɛr⁵⁵pu³³						
	yesterday			xsnəl⁵⁵	xsnəl⁵⁵						
	you [second person plural]		你们（二三人）	nə³³ɟji⁵³	nə³³ɟji⁵³						
	you [second person plural]		你们（多数）	ne³³ɟji⁵³	ne³³ɟji⁵³						
	young			ɕɣi⁵³zi³³	ɕɣi⁵³zi³³						
