ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
	the foot			ŋɡə13	ŋɡə13						
	the leg			ŋɡə13	ŋɡə13						
	hard			ŋɡɛ55e55	ŋɡɛ55e55						
	nine			ŋɡo13	ŋɡo13						
	before			ŋɡu55rɨ31	ŋɡu55rɨ31						
	the front (front side)			ŋɡu55rɨ31	ŋɡu55rɨ31						
	I [first person singular]			ŋo55	ŋo55						
	shy			ŋu13tshe53li31	ŋu13tshe53li31						
	green			ŋu55ŋi53	ŋu55ŋi53						
	the bark			pa55pe53	pa55pe53						
	the skin			pa55pe53	pa55pe53						
	the stick			pə31ke53	pə31ke53						
	the frost			pə31mu53	pə31mu53						
	good			pə55ta55	pə55ta55						
	the pig			pha53	pha53						
	wide			pha55pha53	pha55pha53						
	the fat (grease)			pha55tsæ55	pha55tsæ55						
	to vomit			phe13	phe13						
	to blow (of wind)			phu31su55	phu31su55						
	today			pi55si53	pi55si53						
	the back			pu55	pu55						
	outside			pu55ŋe53	pu55ŋe53						
	to give			ra13	ra13						
	dry			rã31rã55	rã31rã55						
	to buy			re13to53re31	re13to53re31						
	the horse			re53	re53						
	the road			rə13	rə13						
	the mountain			rɨ13	rɨ13						
	to hold			rɨ31tshu53	rɨ31tshu53						
	to sew			ru13	ru13						
	long			ru31mbo55	ru31mbo55						
	the snake			ru55	ru55						
	the seed			sa55ŋo53	sa55ŋo53						
	new			se31pe55	se31pe55						
	to die			se55	se55						
	tomorrow			se55	se55						
	to kill			sə55	sə55						
	the blood			sɛ53	sɛ53						
	who			sɨ53	sɨ53						
	to be alive			so55mbu55	so55mbu55						
	to think (reflect)			so55nu53	so55nu53						
	three			sɔ1̃3	sɔ1̃3						
	the shoulder			sɔ55pe53	sɔ55pe53						
	the hail			su55e53	su55e53						
	the tiger			ta55	ta55						
	small			tɕe31me55	tɕe31me55						
	to squeeze			tɕe55	tɕe55						
	the dew			tɕhɛ55zi55	tɕhɛ55zi55						
	the meat			tɕhi13	tɕhi13						
	to sing			tɕhi13	tɕhi13						
	the liver			tɕhĩ55pe53	tɕhĩ55pe53						
	six			tɕhu13	tɕhu13						
	the bone			tɕhu31ru53	tɕhu31ru53						
	to swim			tɕhu55ndʑu53	tɕhu55ndʑu53						
	wet			tɕi31tɕi55	tɕi31tɕi55						
	the water			tɕi55	tɕi55						
	the house			tɕõ55	tɕõ55						
	middle			tɕo55kho55	tɕo55kho55						
	the roof			tɕõ55wɔ55ti55	tɕõ55wɔ55ti55						
	the sand			tɕy31me53	tɕy31me53						
	to spit			te55	te55						
	what			tə53	tə53						
	how			tə55ŋə55	tə55ŋə55						
	to swell			tə55rã55	tə55rã55						
	to drink			tha13	tha13						
	far			tha31ri55	tha31ri55						
	there			tha55na55	tha55na55						
	horizontal			the13re13	the13re13						
	the child			the53sɨ31	the53sɨ31						
	the child (young human)			the53sɨ31	the53sɨ31						
	that			the55	the55						
	the dust			thi55su55	thi55su55						
	correct (right)			tho31a55sɨ31	tho31a55sɨ31						
	high / tall			thu31wo55	thu31wo55						
	morning			thu55re55	thu55re55						
	the morning			thu55re55	thu55re55						
	one			ti31khi55	ti31khi55						
	painful		疼(有一点疼)	tsa31li53	tsa31li53						
	the neck			tse53	tse53						
	hot			tsə31tsə53	tsə31tsə53						
	to laugh			tshə53	tshə53						
	the louse			tshi13	tshi13						
	firewood			tshi53	tshi53						
	the salt			tshi53	tshi53						
	the wood (material)			tshi53	tshi53						
	the goat			tshɨ13	tshɨ13						
	narrow			tshɨ31mə55	tshɨ31mə55						
	the mouse or rat			tsho13	tsho13						
	salty			tsho55tɕhu53	tsho55tɕhu53						
	hot			tsho55tu53ki55li53	tsho55tu53ki55li53						
	the lake			tshu53	tshu53						
	to tie (together)			tsɨ13	tsɨ13						
	dirty			tsɔ55pe53	tsɔ55pe53						
	the rain			tsu53	tsu53						
	to count			tsu55tʂu55	tsu55tʂu55						
	the mountain		山(光滑的山)	tʂa13	tʂa13						
	the ant			tʂæ31tshã53	tʂæ31tshã53						
	the root			tʂæ55	tʂæ55						
	knife			tʂe31ne53	tʂe31ne53						
	the knife			tʂe31ne53	tʂe31ne53						
	the horn (keratinized skin)			tʂho53	tʂho53						
	white			tʂhɔ31tʂhɔ53	tʂhɔ31tʂhɔ53						
	the stone (a piece of)			tu13	tu13						
	big			tu31po55	tu31po55						
	to throw			wa53	wa53						
	short			we31we53	we31we53						
	the snow			wi13	wi13						
	to fly (move through air)			wi13	wi13						
	smooth			wi13lɨ55lɨ55	wi13lɨ55lɨ55						
	the sparrow			wi31zi55	wi31zi55						
	the hair (of the head)			wɔ31mu55	wɔ31mu55						
	the head			wɔ53	wɔ53						
	to wash			wɔ53	wɔ53						
	above			wɔ55ti55	wɔ55ti55						
	the belly			wu13	wu13						
	to breathe			wu13	wu13						
	the barley (tibetan or highland)			xa13	xa13						
	the shit			xe13	xe13						
	straight			xẽ55mbu53	xẽ55mbu53						
	the worm		蛆	xo55mbu53	xo55mbu53						
	the wing			xɔ55pe53	xɔ55pe53						
	painful		疼(很疼)	zɤ53li31	zɤ53li31						
	male			zi13	zi13						
	the man (male human)			zi13	zi13						
	the son			zi13	zi13						
	high / tall			zo53ruŋ31mbo55	zo53ruŋ31mbo55						
	the sickle			zu31e53	zu31e53						
	and										
	early										
	forget										
	full										
	late										
	not										
	other										
	rotten (of fruits)										
	sick										
	some										
	the bamboo										
	the breast (female)										
	the child (descendant)										
	the dream										
	the earthworm										
	the lightning										
	the nit										
	the otter										
	the rice plant										
	the sea										
	the spider										
	the wheat										
	the work										
	they [third person plural]										
	to burn [intransitive]										
	to burn [transitive]										
	to chew										
	to choose										
	to climb										
	to cook										
	to cut										
	to fear (be afraid)										
	to float										
	to forget										
	to freeze (intransitive)										
	to grow										
	to hear										
	to hide (conceal)										
	to hit										
	to hunt										
	to learn										
	to lick										
	to lie down										
	to lie, rest										
	to marry (a man marries a woman)										
	to open										
	to plant (vegetals, rice)										
	to reside (live)										
	to rub										
	to run										
	to scratch										
	to see										
	to shoot (an arrow)										
	to sow (broadcast, scatter seeds)										
	to split										
	to stand										
	to steal										
	to walk										
	to wipe										
	to yawn										
	warm (hot)										
	when										
