ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Benzi,Sagart_ID
MaerkangrGyalrong-16_toblowofwind-1,18522,MaerkangrGyalrong,16_toblowofwind,tə ʃnɐm kɑ snɑr,tə ʃnɐm kɑ snɑr,t ə + ʃ n ɐ m + k ɑ + s n ɑ r,,Huang1992,,,^t ə + ʃ n ɐ m + k ɑ + s n ɑ r$,default,,18522
MaerkangrGyalrong-371_toburnintransitive-1,18191,MaerkangrGyalrong,371_toburnintransitive,kə nɑt,kə nɑt,k ə + n ɑ t,,Huang1992,,,^k ə + n ɑ t$,default,,18191
MaerkangrGyalrong-22_tobuy-1,23930,MaerkangrGyalrong,22_tobuy,kɑ ki,kɑ ki,k ɑ + k i,,Huang1992,,,^k ɑ + k i$,default,,23930
MaerkangrGyalrong-373_tochew-1,24536,MaerkangrGyalrong,373_tochew,kɑ wɑ ŋkᴇi,kɑ wɑ ŋkᴇi,k ɑ + w ɑ + ŋ k ɛ i,,Huang1992,,,^k ɑ + w ɑ + ŋ k ᴇ i$,default,,24536
MaerkangrGyalrong-27_tocome-1,18349,MaerkangrGyalrong,27_tocome,kɑ po,kɑ po,k ɑ + p o,,Huang1992,,,^k ɑ + p o$,default,,18349
MaerkangrGyalrong-377_tocount-1,18456,MaerkangrGyalrong,377_tocount,kɐ rtsə,kɐ rtsə,k ɐ + r ts ə,,Huang1992,,,^k ɐ + r ts ə$,default,,18456
MaerkangrGyalrong-30_tocryweep-1,20697,MaerkangrGyalrong,30_tocryweep,kɑ ŋɑ kru,kɑ ŋɑ kru,k ɑ + ŋ ɑ + k r u,,Huang1992,,,^k ɑ + ŋ ɑ + k r u$,default,,20697
MaerkangrGyalrong-34_todie-1,18462,MaerkangrGyalrong,34_todie,kɑ ʃi,kɑ ʃi,k ɑ + ʃ i,,Huang1992,,,^k ɑ + ʃ i$,default,,18462
MaerkangrGyalrong-35_todig-1,18487,MaerkangrGyalrong,35_todig,kɑ lwɑ,kɑ lwɑ,k ɑ + l w ɑ,,Huang1992,,,^k ɑ + lw ɑ$,default,,18487
MaerkangrGyalrong-39_todrink-1,24313,MaerkangrGyalrong,39_todrink,kɑ mot,kɑ mot,k ɑ + m o t,,Huang1992,,,^k ɑ + m o t$,default,,24313
MaerkangrGyalrong-46_toeat-1,18138,MaerkangrGyalrong,46_toeat,kɑ zɑ,kɑ zɑ,k ɑ + z ɑ,,Huang1992,,,^k ɑ + z ɑ$,default,,18138
MaerkangrGyalrong-53_tofight-1,18162,MaerkangrGyalrong,53_tofight,tɐ lɐ lɐt kɑ pɑ,tɐ lɐ lɐt kɑ pɑ,t ɐ + l ɐ + l ɐ t + k ɑ + p ɑ,,Huang1992,,,^t ɐ + l ɐ + l ɐ t + k ɑ + p ɑ$,default,,18162
MaerkangrGyalrong-381_tofloat-1,18394,MaerkangrGyalrong,381_tofloat,kə wɐ tsi wɐt,kə wɐ tsi wɐt,k ə + w ɐ + ts i + w ɐ t,,Huang1992,,,^k ə + w ɐ + ts i + w ɐ t$,default,,18394
MaerkangrGyalrong-382_toflow-1,18356,MaerkangrGyalrong,382_toflow,(tə tʃi) kə ndə,(tə tʃi) kə ndə,t ə + tʃ i + k ə + n d ə,,Huang1992,,,^ ( t ə + tʃ i ) + k ə + n d ə$,default,,18356
MaerkangrGyalrong-62_toflymovethroughair-1,18219,MaerkangrGyalrong,62_toflymovethroughair,kɑ bjɑm,kɑ bjɑm,k ɑ + b j ɑ m,,Huang1992,,,^k ɑ + b j ɑ m$,default,,18219
MaerkangrGyalrong-383_toforget-1,18492,MaerkangrGyalrong,383_toforget,kɐ jməs,kɐ jməs,k ɐ + j m ə s,,Huang1992,,,^k ɐ + j m ə s$,default,,18492
MaerkangrGyalrong-74_togive-1,24196,MaerkangrGyalrong,74_togive,kɐ wə,kɐ wə,k ɐ + w ə,,Huang1992,,,^k ɐ + w ə$,default,,24196
MaerkangrGyalrong-386_tohear-1,18477,MaerkangrGyalrong,386_tohear,kɑ msɑm,kɑ msɑm,k ɑ + m s ɑ m,,Huang1992,,,^k ɑ + ms ɑ m$,default,,18477
MaerkangrGyalrong-387_tohideconceal-1,18118,MaerkangrGyalrong,387_tohideconceal,kɑ ʃɑ pki,kɑ ʃɑ pki,k ɑ + ʃ ɑ + p k i,,Huang1992,,,^k ɑ + ʃ ɑ + p k i$,default,,18118
MaerkangrGyalrong-91_tohold-1,25709,MaerkangrGyalrong,91_tohold,(pər) kɐ ndʐət,(pər) kɐ ndʐət,p ə r + k ɐ + n ɖʐ ə t,,Huang1992,,,^ ( p ə r ) + k ɐ + n dʐ ə t$,default,,25709
MaerkangrGyalrong-389_tohunt-1,16095,MaerkangrGyalrong,389_tohunt,tɐ rwɐk kɑ pɑ,tɐ rwɐk kɑ pɑ,t ɐ + r w ɐ k + k ɑ + p ɑ,,Huang1992,,,^t ɐ + rw ɐ k + k ɑ + p ɑ$,default,,16095
MaerkangrGyalrong-104_tokill-1,25276,MaerkangrGyalrong,104_tokill,kɑ sɑt,kɑ sɑt,k ɑ + s ɑ t,,Huang1992,,,^k ɑ + s ɑ t$,default,,25276
MaerkangrGyalrong-390_toknead-1,18422,MaerkangrGyalrong,390_toknead,kɑ ni,kɑ ni,k ɑ + n i,,Huang1992,,,^k ɑ + n i$,default,,18422
MaerkangrGyalrong-108_toknowsomething-1,18550,MaerkangrGyalrong,108_toknowsomething,kɐ ʃə,kɐ ʃə,k ɐ + ʃ ə,,Huang1992,,,^k ɐ + ʃ ə$,default,,18550
MaerkangrGyalrong-111_tolaugh-1,18521,MaerkangrGyalrong,111_tolaugh,kɑ nɑ ri,kɑ nɑ ri,k ɑ + n ɑ + r i,,Huang1992,,,^k ɑ + n ɑ + r i$,default,,18521
MaerkangrGyalrong-392_tolearn-1,18524,MaerkangrGyalrong,392_tolearn,kɐ slɐp,kɐ slɐp,k ɐ + s l ɐ p,,Huang1992,,,^k ɐ + s l ɐ p$,default,,18524
MaerkangrGyalrong-393_tolick-1,18472,MaerkangrGyalrong,393_tolick,kɑ nə ntsok,kɑ nə ntsok,k ɑ + n ə + n ts o k,,Huang1992,,,^k ɑ + n ə + n ts o k$,default,,18472
MaerkangrGyalrong-394_toliedown-1,18468,MaerkangrGyalrong,394_toliedown,lɐ nə ʒgə,lɐ nə ʒgə,l ɐ + n ə + ʒ g ə,,Huang1992,,,^l ɐ + n ə + ʒ g ə$,default,,18468
MaerkangrGyalrong-396_tomarryamanmarriesawoman-1,18411,MaerkangrGyalrong,396_tomarryamanmarriesawoman,kɑ kro,kɑ kro,k ɑ + k r o,,Huang1992,,,^k ɑ + k r o$,default,,18411
MaerkangrGyalrong-398_toplantvegetalsrice-1,18539,MaerkangrGyalrong,398_toplantvegetalsrice,kɑ plu,kɑ plu,k ɑ + p l u,,Huang1992,,,^k ɑ + p l u$,default,,18539
MaerkangrGyalrong-153_toplay-1,18491,MaerkangrGyalrong,153_toplay,kɑ mbri,kɑ mbri,k ɑ + m b r i,,Huang1992,,,^k ɑ + m b r i$,default,,18491
MaerkangrGyalrong-399_topull-1,22803,MaerkangrGyalrong,399_topull,kɑ prɑk,kɑ prɑk,k ɑ + p r ɑ k,,Huang1992,,,^k ɑ + p r ɑ k$,default,,22803
MaerkangrGyalrong-155_topush-1,18482,MaerkangrGyalrong,155_topush,kɐ ktʂɐk,kɐ ktʂɐk,k ɐ + k ʈʂ ɐ k,,Huang1992,,,^k ɐ + k tʂ ɐ k$,default,,18482
MaerkangrGyalrong-400_toresidelive-1,18316,MaerkangrGyalrong,400_toresidelive,kɑ ȵi,kɑ ȵi,k ɑ + ȵ i,,Huang1992,,,^k ɑ + ȵ i$,default,,18316
MaerkangrGyalrong-402_torun-1,23998,MaerkangrGyalrong,402_torun,kɐ rɟjək,kɐ rɟjək,k ɐ + r ɟ j ə k,,Huang1992,,,^k ɐ + r ɟ j ə k$,default,,23998
MaerkangrGyalrong-404_toscratch-1,18377,MaerkangrGyalrong,404_toscratch,kɐ rɐ khrok,kɐ rɐ khrok,k ɐ + r ɐ + kʰ r o k,,Huang1992,,,^k ɐ + r ɐ + kh r o k$,default,,18377
MaerkangrGyalrong-405_tosee-1,20956,MaerkangrGyalrong,405_tosee,kɑ mto,kɑ mto,k ɑ + m t o,,Huang1992,,,^k ɑ + m t o$,default,,20956
MaerkangrGyalrong-407_toshootanarrow-1,25320,MaerkangrGyalrong,407_toshootanarrow,kə pᴇ kɐ lɐt,kə pᴇ kɐ lɐt,k ə + p ɛ + k ɐ + l ɐ t,,Huang1992,,,^k ə + p ᴇ + k ɐ + l ɐ t$,default,,25320
MaerkangrGyalrong-408_tosing-1,18128,MaerkangrGyalrong,408_tosing,khɐ bʒə kɑ pɑ,khɐ bʒə kɑ pɑ,kʰ ɐ + b ʒ ə + k ɑ + p ɑ,,Huang1992,,,^kh ɐ + bʒ ə + k ɑ + p ɑ$,default,,18128
MaerkangrGyalrong-187_tosleep-1,18460,MaerkangrGyalrong,187_tosleep,kɑ rmɑ,kɑ rmɑ,k ɑ + r m ɑ,,Huang1992,,,^k ɑ + r m ɑ$,default,,18460
MaerkangrGyalrong-410_tosmellperceiveodortransitive-1,25650,MaerkangrGyalrong,410_tosmellperceiveodortransitive,kɐ nɐ ŋkhsə ŋkhsət,kɐ nɐ ŋkhsə ŋkhsət,k ɐ + n ɐ + ŋ kʰ s ə + ŋ kʰ s ə t,,Huang1992,,,^k ɐ + n ɐ + ŋ khs ə + ŋ khs ə t$,default,,25650
MaerkangrGyalrong-411_tosowbroadcastscatterseeds-1,30628,MaerkangrGyalrong,411_tosowbroadcastscatterseeds,(tə rpi) kɐ ktor,(tə rpi) kɐ ktor,t ə + r p i + k ɐ + k t o r,,Huang1992,,,^ ( t ə + r p i ) + k ɐ + k t o r$,default,,30628
MaerkangrGyalrong-412_tospit-1,18481,MaerkangrGyalrong,412_tospit,(tə ŋɑr) kɐ phʃət,(tə ŋɑr) kɐ phʃət,t ə + ŋ ɑ r + k ɐ + pʰ ʃ ə t,,Huang1992,,,^ ( t ə + ŋ ɑ r ) + k ɐ + phʃ ə t$,default,,18481
MaerkangrGyalrong-416_tostand-1,18542,MaerkangrGyalrong,416_tostand,kɑ rjɑp,kɑ rjɑp,k ɑ + r j ɑ p,,Huang1992,,,^k ɑ + r j ɑ p$,default,,18542
MaerkangrGyalrong-417_tosteal-1,18479,MaerkangrGyalrong,417_tosteal,kɑ nə ʃmo,kɑ nə ʃmo,k ɑ + n ə + ʃ m o,,Huang1992,,,^k ɑ + n ə + ʃ m o$,default,,18479
MaerkangrGyalrong-213_tothinkreflect-1,18511,MaerkangrGyalrong,213_tothinkreflect,səm◦mnot kɑpɑ,səm◦mnot kɑpɑ,s ə m + m n o t + k ɑ p ɑ,,Huang1992,,,^s ə m ◦ m n o t + k ɑ p ɑ$,default,,18511
MaerkangrGyalrong-213_tothinkreflect-2,18512,MaerkangrGyalrong,213_tothinkreflect,sə so kɑpɑ,sə so kɑpɑ,s ə + s o + k ɑ p ɑ,,Huang1992,,,^s ə + s o + k ɑ p ɑ$,default,,18512
MaerkangrGyalrong-217_tothrow-1,18480,MaerkangrGyalrong,217_tothrow,kɐ nɐ stəm,kɐ nɐ stəm,k ɐ + n ɐ + s t ə m,,Huang1992,,,^k ɐ + n ɐ + s t ə m$,default,,18480
MaerkangrGyalrong-227_tovomit-1,18382,MaerkangrGyalrong,227_tovomit,kɐ mə mphɐt,kɐ mə mphɐt,k ɐ + m ə + m pʰ ɐ t,,Huang1992,,,^k ɐ + m ə + m ph ɐ t$,default,,18382
MaerkangrGyalrong-422_towalk-1,18557,MaerkangrGyalrong,422_towalk,kɑ ptʂᴇ,kɑ ptʂᴇ,k ɑ + p tʂ ɛ,,Huang1992,,,^k ɑ + ptʂ ᴇ$,default,,18557
MaerkangrGyalrong-424_towipe-1,18115,MaerkangrGyalrong,424_towipe,kɑ phis,kɑ phis,k ɑ + pʰ i s,,Huang1992,,,^k ɑ + ph i s$,default,,18115
MaerkangrGyalrong-220_today-1,17867,MaerkangrGyalrong,220_today,mə sni,mə sni,m ə + s n i,,Huang1992,,,^m ə + s n i$,default,,17867
MaerkangrGyalrong-221_tomorrow-1,17870,MaerkangrGyalrong,221_tomorrow,so sni,so sni,s o + s n i,,Huang1992,,,^s o + s n i$,default,,17870
MaerkangrGyalrong-225_twenty-1,17925,MaerkangrGyalrong,225_twenty,kə nəs ʃtʃᴇ,kə nəs ʃtʃᴇ,k ə + n ə s + ʃ tʃ ɛ,,Huang1992,,,^k ə + n ə s + ʃ tʃ ᴇ$,default,,17925
MaerkangrGyalrong-226_two-1,17913,MaerkangrGyalrong,226_two,kə nᴇs,kə nᴇs,k ə + n ɛ s,,Huang1992,,,^k ə + n ᴇ s$,default,,17913
MaerkangrGyalrong-230_wefirstpersonpluralinclusive-1,17973,MaerkangrGyalrong,230_wefirstpersonpluralinclusive,ŋə ȵᴇ,ŋə ȵᴇ,ŋ ə + ȵ ɛ,,Huang1992,,,^ŋ ə + ȵ ᴇ$,default,,17973
MaerkangrGyalrong-427_wet-1,22925,MaerkangrGyalrong,427_wet,kə ʃtʃit,kə ʃtʃit,k ə + ʃ tʃ i t,,Huang1992,,,^k ə + ʃ tʃ i t$,default,,22925
MaerkangrGyalrong-232_what-1,17991,MaerkangrGyalrong,232_what,thə,thə,tʰ ə,,Huang1992,,,^th ə$,default,,17991
MaerkangrGyalrong-429_where-1,17992,MaerkangrGyalrong,429_where,kə təi,kə təi,k ə + t ə i,,Huang1992,,,^k ə + t ə i$,default,,17992
MaerkangrGyalrong-235_white-1,22460,MaerkangrGyalrong,235_white,kə prɑm,kə prɑm,k ə + p r ɑ m,,Huang1992,,,^k ə + p r ɑ m$,default,,22460
MaerkangrGyalrong-236_who-1,17990,MaerkangrGyalrong,236_who,sə,sə,s ə,,Huang1992,,,^s ə$,default,,17990
MaerkangrGyalrong-246_yellow-1,18024,MaerkangrGyalrong,246_yellow,khsər po,khsər po,kʰ s ə r + p o,,Huang1992,,,^khs ə r + p o$,default,,18024
MaerkangrGyalrong-431_yesterday-1,17868,MaerkangrGyalrong,431_yesterday,mə ʃᴇr sni,mə ʃᴇr sni,m ə + ʃ ɛ r + s n i,,Huang1992,,,^m ə + ʃ ᴇ r + s n i$,default,,17868
MaerkangrGyalrong-432_yousecondpersonplural-1,25769,MaerkangrGyalrong,432_yousecondpersonplural,ȵo,ȵo,ȵ o,,Huang1992,,,^ȵ o$,default,,25769
MaerkangrGyalrong-433_young-1,18055,MaerkangrGyalrong,433_young,tɑ bli kə tsi,tɑ bli kə tsi,t ɑ + b l i + k ə + ts i,,Huang1992,,,^t ɑ + b l i + k ə + ts i$,default,,18055
MuyaKangding-101_ifirstpersonsingular-1,22957,MuyaKangding,101_ifirstpersonsingular,ŋə⁵³,ŋə⁵³,ŋ ⁵³/ə,,Huang1992,,,^ŋ ə⁵³ $,default,,22957
MuyaKangding-1_above-1,22825,MuyaKangding,1_above,jɐ̃³³tɕhø⁵³,jɐ̃³³tɕhø⁵³,j ³³/ɐ̃ tɕʰ ⁵³/ø,,Huang1992,,,^j ɐ̃³³ tɕh ø⁵³ $,default,,22825
MuyaKangding-1_above-2,22826,MuyaKangding,1_above,tə³³to²⁴,tə³³to²⁴,t ³³/ə t ²⁴/o,,Huang1992,,,^t ə³³ t o²⁴ $,default,,22826
MuyaKangding-2_all-1,21476,MuyaKangding,2_all,me³³me⁵⁵,me³³me⁵⁵,m ³³/e m ⁵⁵/e,,Huang1992,,,^m e³³ m e⁵⁵ $,default,,21476
MuyaKangding-5_bad-1,22519,MuyaKangding,5_bad,tsho⁵⁵βə⁵³,tsho⁵⁵βə⁵³,tsʰ ⁵⁵/o β ⁵³/ə,,Huang1992,,,^tsh o⁵⁵ β ə⁵³ $,default,,22519
MuyaKangding-10_belowunder-1,19044,MuyaKangding,10_belowunder,mɐ̃³³tɕhø⁵³,mɐ̃³³tɕhø⁵³,m ³³/ɐ̃ tɕʰ ⁵³/ø,,Huang1992,,,^m ɐ̃³³ tɕh ø⁵³ $,default,,19044
MuyaKangding-10_belowunder-2,22828,MuyaKangding,10_belowunder,nɑ³³to²⁴,nɑ³³to²⁴,n ³³/ɑ t ²⁴/o,,Huang1992,,,^n ɑ³³ t o²⁴ $,default,,22828
MuyaKangding-11_big-1,22985,MuyaKangding,11_big,ki³³kɐ⁵³,ki³³kɐ⁵³,k ³³/i k ⁵³/ɐ,,Huang1992,,,^k i³³ k ɐ⁵³ $,default,,22985
MuyaKangding-14_black-1,23022,MuyaKangding,14_black,ȵi⁵⁵ȵi³³,ȵi⁵⁵ȵi³³,ȵ ⁵⁵/i ȵ ³³/i,,Huang1992,,,^ȵ i⁵⁵ ȵ i³³ $,default,,23022
MuyaKangding-26_coldoftemperature-1,23454,MuyaKangding,26_coldoftemperature,ndza³³ndza⁵⁵,ndza³³ndza⁵⁵,n d z ³³/a n d z ⁵⁵/a,,Huang1992,,,^n d z a³³ n d z a⁵⁵ $,default,,23454
MuyaKangding-28_correctright-1,20865,MuyaKangding,28_correctright,ɴa³³ (ti⁵⁵),ɴa³³ (ti⁵⁵),ɴ ³³/a + t ⁵⁵/i,,Huang1992,,,^ɴ a³³ + ( t i⁵⁵ ) $,default,,20865
MuyaKangding-254_dirty-1,23093,MuyaKangding,254_dirty,tɕhɑ⁵⁵mɑ⁵³,tɕhɑ⁵⁵mɑ⁵³,tɕʰ ⁵⁵/ɑ m ⁵³/ɑ,,Huang1992,,,^tɕh ɑ⁵⁵ m ɑ⁵³ $,default,,23093
MuyaKangding-40_dry-1,23039,MuyaKangding,40_dry,ra³³ra⁵³,ra³³ra⁵³,r ³³/a r ⁵³/a,,Huang1992,,,^r a³³ r a⁵³ $,default,,23039
MuyaKangding-255_early-1,20762,MuyaKangding,255_early,thɐ⁵⁵xæ⁵³,thɐ⁵⁵xæ⁵³,tʰ ⁵⁵/ɐ x ⁵³/æ,,Huang1992,,,^th ɐ⁵⁵ x æ⁵³ $,default,,20762
MuyaKangding-256_eight-1,22878,MuyaKangding,256_eight,ɕuɐ⁵³,ɕuɐ⁵³,ɕ u ⁵³/ɐ,,Huang1992,,,^ɕ u ɐ⁵³ $,default,,22878
MuyaKangding-256_eight-2,22879,MuyaKangding,256_eight,dʑue⁵³,dʑue⁵³,dʑ u ⁵³/e,,Huang1992,,,^dʑ u e⁵³ $,default,,22879
MuyaKangding-257_far-1,22993,MuyaKangding,257_far,qhuɐ⁵⁵rɐ⁵³,qhuɐ⁵⁵rɐ⁵³,qʰ u ⁵⁵/ɐ r ⁵³/ɐ,,Huang1992,,,^qh u ɐ⁵⁵ r ɐ⁵³ $,default,,22993
MuyaKangding-55_firewood-1,22863,MuyaKangding,55_firewood,tshə³³rø⁵³,tshə³³rø⁵³,tsʰ ³³/ə r ⁵³/ø,,Huang1992,,,^tsh ə³³ r ø⁵³ $,default,,22863
MuyaKangding-57_five-1,23738,MuyaKangding,57_five,ɴɑ⁵³,ɴɑ⁵³,ɴ ⁵³/ɑ,,Huang1992,,,^ɴ ɑ⁵³ $,default,,23738
MuyaKangding-57_five-2,22873,MuyaKangding,57_five,ŋæ⁵³,ŋæ⁵³,ŋ ⁵³/æ,,Huang1992,,,^ŋ æ⁵³ $,default,,22873
MuyaKangding-261_four-1,22871,MuyaKangding,261_four,ʑi⁵³,ʑi⁵³,ʑ ⁵³/i,,Huang1992,,,^ʑ i⁵³ $,default,,22871
MuyaKangding-261_four-2,22870,MuyaKangding,261_four,rə̱⁵³,rə̱⁵³,r ə̠ ⁵³,,Huang1992,,,^r ə̱ ⁵³$,default,,22870
MuyaKangding-262_full-1,20693,MuyaKangding,262_full,to⁵⁵sə³³,to⁵⁵sə³³,t ⁵⁵/o s ³³/ə,,Huang1992,,,^t o⁵⁵ s ə³³ $,default,,20693
MuyaKangding-262_full-2,21884,MuyaKangding,262_full,tə³³sə⁵³,tə³³sə⁵³,t ³³/ə s ⁵³/ə,,Huang1992,,,^t ə³³ s ə⁵³ $,default,,21884
MuyaKangding-76_good-1,23062,MuyaKangding,76_good,si⁵⁵βə⁵³,si⁵⁵βə⁵³,s ⁵⁵/i β ⁵³/ə,,Huang1992,,,^s i⁵⁵ β ə⁵³ $,default,,23062
MuyaKangding-263_green-1,23959,MuyaKangding,263_green,dʑɑ̃³³khu⁵³,dʑɑ̃³³khu⁵³,dʑ ³³/ɑ̃ kʰ ⁵³/u,,Huang1992,,,^dʑ ɑ̃³³ kh u⁵³ $,default,,23959
MuyaKangding-264_hard-1,23043,MuyaKangding,264_hard,ɴGua³³ɴGua⁵³,ɴGua³³ɴGua⁵³,ɴ ɢ u ³³/a ɴ ɢ u ⁵³/a,,Huang1992,,,^ɴ G u a³³ ɴ G u a⁵³ $,default,,23043
MuyaKangding-83_heorshethirdpersonsingular-1,22962,MuyaKangding,83_heorshethirdpersonsingular,wɐ²⁴ tsə³³,wɐ²⁴ tsə³³,w ²⁴/ɐ + ts ³³/ə,,Huang1992,,,^w ɐ²⁴ + ts ə³³ $,default,,22962
MuyaKangding-83_heorshethirdpersonsingular-2,20390,MuyaKangding,83_heorshethirdpersonsingular,ɐ⁵³ tsə³³,ɐ⁵³ tsə³³,ɐ ⁵³ + ts ³³/ə,,Huang1992,,,^ɐ ⁵³ + ts ə³³ $,default,,20390
MuyaKangding-87_heavy-1,23029,MuyaKangding,87_heavy,ɣə³³ɣə⁵³,ɣə³³ɣə⁵³,ɣ ³³/ə ɣ ⁵³/ə,,Huang1992,,,^ɣ ə³³ ɣ ə⁵³ $,default,,23029
MuyaKangding-265_here-1,22970,MuyaKangding,265_here,ɐ³³ khɐ⁵³,ɐ³³ khɐ⁵³,ɐ ³³ + kʰ ⁵³/ɐ,,Huang1992,,,^ɐ ³³ + kh ɐ⁵³ $,default,,22970
MuyaKangding-90_hightall-1,22988,MuyaKangding,90_hightall,thø̃³³thø⁵³,thø̃³³thø⁵³,tʰ ³³/ø̃ tʰ ⁵³/ø,,Huang1992,,,^th ø̃³³ th ø⁵³ $,default,,22988
MuyaKangding-266_horizontal-1,20685,MuyaKangding,266_horizontal,tʂhẽ⁵⁵tʂhe⁵³,tʂhẽ⁵⁵tʂhe⁵³,ʈʂʰ ⁵⁵/ẽ tʂʰ ⁵³/e,,Huang1992,,,^tʂh ẽ⁵⁵ tʂh e⁵³ $,default,,20685
MuyaKangding-266_horizontal-2,22294,MuyaKangding,266_horizontal,tʂhe⁵³,tʂhe⁵³,ʈʂʰ ⁵³/e,,Huang1992,,,^tʂh e⁵³ $,default,,22294
MuyaKangding-96_hot-1,23071,MuyaKangding,96_hot,tsɐ³³tsɐ⁵³,tsɐ³³tsɐ⁵³,ts ³³/ɐ ts ⁵³/ɐ,,Huang1992,,,^ts ɐ³³ ts ɐ⁵³ $,default,,23071
MuyaKangding-98_hundred-1,22895,MuyaKangding,98_hundred,ta⁵⁵ra⁵³,ta⁵⁵ra⁵³,t ⁵⁵/a r ⁵³/a,,Huang1992,,,^t a⁵⁵ r a⁵³ $,default,,22895
MuyaKangding-98_hundred-2,22896,MuyaKangding,98_hundred,dʑæ⁵³,dʑæ⁵³,dʑ ⁵³/æ,,Huang1992,,,^dʑ æ⁵³ $,default,,22896
MuyaKangding-103_inside-1,19463,MuyaKangding,103_inside,khu²⁴,khu²⁴,kʰ ²⁴/u,,Huang1992,,,^kh u²⁴ $,default,,19463
MuyaKangding-107_knife-1,22721,MuyaKangding,107_knife,rə³³ tɕue⁵³,rə³³ tɕue⁵³,r ³³/ə + tɕ u ⁵³/e,,Huang1992,,,^r ə³³ + tɕ u e⁵³ $,default,,22721
MuyaKangding-268_late-1,24745,MuyaKangding,268_late,ɦæ³³ʁuə̱⁵³,ɦæ³³ʁuə̱⁵³,ɦ ³³/æ ʁ u ə̠ ⁵³,,Huang1992,,,^ɦ æ³³ ʁ u ə̱ ⁵³$,default,,24745
MuyaKangding-269_left-1,22808,MuyaKangding,269_left,ʁɐ̱⁵⁵rɐ⁵³,ʁɐ̱⁵⁵rɐ⁵³,ʁ ɐ̠ ⁵⁵ r ⁵³/ɐ,,Huang1992,,,^ʁ ɐ̱ ⁵⁵ r ɐ⁵³ $,default,,22808
MuyaKangding-270_lightofweight-1,22272,MuyaKangding,270_lightofweight,ɣi⁵⁵ɣi⁵³,ɣi⁵⁵ɣi⁵³,ɣ ⁵⁵/i ɣ ⁵³/i,,Huang1992,,,^ɣ i⁵⁵ ɣ i⁵³ $,default,,22272
MuyaKangding-120_long-1,22991,MuyaKangding,120_long,(zu²⁴) rə³³rə⁵³,(zu²⁴) rə³³rə⁵³,z ²⁴/u + r ³³/ə r ⁵³/ə,,Huang1992,,,^ ( z u²⁴ ) + r ə³³ r ə⁵³ $,default,,22991
MuyaKangding-272_many-1,21932,MuyaKangding,272_many,kæ³³ji⁵³,kæ³³ji⁵³,k ³³/æ j ⁵³/i,,Huang1992,,,^k æ³³ j i⁵³ $,default,,21932
MuyaKangding-127_middle-1,22805,MuyaKangding,127_middle,qo⁵³,qo⁵³,q ⁵³/o,,Huang1992,,,^q o⁵³ $,default,,22805
MuyaKangding-127_middle-2,15754,MuyaKangding,127_middle,pɐ⁵⁵mæ⁵³,pɐ⁵⁵mæ⁵³,p ⁵⁵/ɐ m ⁵³/æ,,Huang1992,,,^p ɐ⁵⁵ m æ⁵³ $,default,,15754
MuyaKangding-273_morning-1,23980,MuyaKangding,273_morning,nɐ³³nɐ⁵³,nɐ³³nɐ⁵³,n ³³/ɐ n ⁵³/ɐ,,Huang1992,,,^n ɐ³³ n ɐ⁵³ $,default,,23980
MuyaKangding-274_narrow-1,21701,MuyaKangding,274_narrow,tshe⁵⁵tshe⁵³,tshe⁵⁵tshe⁵³,tsʰ ⁵⁵/e tsʰ ⁵³/e,,Huang1992,,,^tsh e⁵⁵ tsh e⁵³ $,default,,21701
MuyaKangding-139_near-1,22994,MuyaKangding,139_near,qɐ⁵⁵rɐ⁵³,qɐ⁵⁵rɐ⁵³,q ⁵⁵/ɐ r ⁵³/ɐ,,Huang1992,,,^q ɐ⁵⁵ r ɐ⁵³ $,default,,22994
MuyaKangding-275_new-1,23213,MuyaKangding,275_new,sɐ⁵⁵pæ⁵³,sɐ⁵⁵pæ⁵³,s ⁵⁵/ɐ p ⁵³/æ,,Huang1992,,,^s ɐ⁵⁵ p æ⁵³ $,default,,23213
MuyaKangding-143_nine-1,22880,MuyaKangding,143_nine,ŋguə⁵³,ŋguə⁵³,ŋ g u ⁵³/ə,,Huang1992,,,^ŋ g u ə⁵³ $,default,,22880
MuyaKangding-143_nine-2,22881,MuyaKangding,143_nine,gu⁵³,gu⁵³,g ⁵³/u,,Huang1992,,,^g u⁵³ $,default,,22881
MuyaKangding-145_noon-1,22837,MuyaKangding,145_noon,tʂə³³tʂe⁵³pu³³,tʂə³³tʂe⁵³pu³³,ʈʂ ³³/ə ʈʂ ⁵³/e p ³³/u,,Huang1992,,,^tʂ ə³³ tʂ e⁵³ p u³³ $,default,,22837
MuyaKangding-277_oldofperson-1,23068,MuyaKangding,277_oldofperson,ndæ³³ndæ⁵³,ndæ³³ndæ⁵³,n d ³³/æ n d ⁵³/æ,,Huang1992,,,^n d æ³³ n d æ⁵³ $,default,,23068
MuyaKangding-148_one-1,18035,MuyaKangding,148_one,tɐ⁵³,tɐ⁵³,t ⁵³/ɐ,,Huang1992,,,^t ɐ⁵³ $,default,,18035
MuyaKangding-148_one-2,19784,MuyaKangding,148_one,tɕi⁵³,tɕi⁵³,tɕ ⁵³/i,,Huang1992,,,^tɕ i⁵³ $,default,,19784
MuyaKangding-150_outside-1,19383,MuyaKangding,150_outside,le⁵³,le⁵³,l ⁵³/e,,Huang1992,,,^l e⁵³ $,default,,19383
