ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Benzi,Sagart_ID
QueyuPubarong-250_theshit-1,,QueyuPubarong,250_theshit,ˣqʰə̂,ˣqʰə̂,x qʰ ə̂/ə,,GuanForthcoming,,,^ˣqʰ ə̂$,default,,
QueyuPubarong-299_theblood-1,,QueyuPubarong,299_theblood,ˣsʰɨ,ˣsʰɨ,x sʰ ɨ,,GuanForthcoming,,,^ˣsʰ ɨ$,default,,
QueyuPubarong-56_thefish-1,,QueyuPubarong,56_thefish,ˣsɨ,ˣsɨ,x s ɨ,,GuanForthcoming,,,^ˣs ɨ$,default,,
QueyuPubarong-55_firewood-1,,QueyuPubarong,55_firewood,ˣsǒ,ˣsǒ,x s ǒ/o,,GuanForthcoming,,,^ˣs ǒ$,default,,
QueyuPubarong-353_thestick-1,,QueyuPubarong,353_thestick,ˣtapu,ˣtapu,x t a p u,,GuanForthcoming,,,^ˣt a p u$,default,,
QueyuPubarong-338_thenailfingernailorclaw-1,,QueyuPubarong,338_thenailfingernailorclaw,ˣtɕæⁿdzə,ˣtɕæⁿdzə,x tɕ æ ⁿd z ə,,GuanForthcoming,,,^ˣtɕ æ ⁿd z ə$,default,,
QueyuPubarong-37_thedog-1,,QueyuPubarong,37_thedog,ˣtɕʰɯ̄,ˣtɕʰɯ̄,x tɕʰ ɯ̄,,GuanForthcoming,,,^ˣtɕʰ ɯ̄$,default,,
QueyuPubarong-127_middle-1,,QueyuPubarong,127_middle,ˣtɕûkʰu,ˣtɕûkʰu,x tɕ û/u kʰ u,,GuanForthcoming,,,^ˣtɕ û kʰ u$,default,,
QueyuPubarong-25_thecloud-1,,QueyuPubarong,25_thecloud,ˣtēɪʐə̄mu,ˣtēɪʐə̄mu,x t ē/e ɪ ʐ ə̄ m u,,GuanForthcoming,,,^ˣt ē ɪ ʐ ə̄ m u$,default,,
QueyuPubarong-280_right-1,,QueyuPubarong,280_right,ˣtōɕo,ˣtōɕo,x t ō/o ɕ o,,GuanForthcoming,,,^ˣt ōɕ o$,default,,
QueyuPubarong-290_straight-1,,QueyuPubarong,290_straight,ˣtotu,ˣtotu,x t o t u,,GuanForthcoming,,,^ˣt o t u$,default,,
QueyuPubarong-334_thelung-1,,QueyuPubarong,334_thelung,ˣtsʰopɤ,ˣtsʰopɤ,x tsʰ o p ɤ,,GuanForthcoming,,,^ˣtsʰ o p ɤ$,default,,
QueyuPubarong-184_six-1,,QueyuPubarong,184_six,ˣtʂʰɨ̂ʐo,ˣtʂʰɨ̂ʐo,x tʂʰ ɨ̂/ɨ ʐ o,,GuanForthcoming,,,^ˣtʂʰ ɨ̂ ʐ o$,default,,
QueyuPubarong-156_therain-1,,QueyuPubarong,156_therain,xū,xū,x ū/u,,GuanForthcoming,,,^x ū$,default,,
QueyuPubarong-333_theliver-1,,QueyuPubarong,333_theliver,zěɪ,zěɪ,z ě/e ɪ,,GuanForthcoming,,,^z ě ɪ$,default,,
QueyuPubarong-123_themanmalehuman-1,,QueyuPubarong,123_themanmalehuman,zɨ̄,zɨ̄,z ɨ̄/ɨ,,GuanForthcoming,,,^z ɨ̄$,default,,
QueyuPubarong-350_theson-1,,QueyuPubarong,350_theson,zɨ̄,zɨ̄,z ɨ̄/ɨ,,GuanForthcoming,,,^z ɨ̄$,default,,
QueyuPubarong-379_tofall-1,,QueyuPubarong,379_tofall,zō,zō,z ō/o,,GuanForthcoming,,,^z ō$,default,,
QueyuPubarong-32_thedaughter-1,,QueyuPubarong,32_thedaughter,zȭ,zȭ,z ȭ/õ,,GuanForthcoming,,,^z ȭ$,default,,
QueyuPubarong-242_thewoman-1,,QueyuPubarong,242_thewoman,zȭ,zȭ,z ȭ/õ,,GuanForthcoming,,,^z ȭ$,default,,
QueyuPubarong-320_thegirl-1,,QueyuPubarong,320_thegirl,zȭⁿdʑʉ,zȭⁿdʑʉ,z ȭ/õ ⁿdʑ ʉ,,GuanForthcoming,,,^z ȭⁿdʑ ʉ$,default,,
QueyuPubarong-301_thebranch-1,,QueyuPubarong,301_thebranch,ʐalǎ,ʐalǎ,ʐ a l ǎ,,GuanForthcoming,,,^ʐ a l ǎ$,default,,
QueyuPubarong-182_thesickle-1,,QueyuPubarong,182_thesickle,ʐə̄,ʐə̄,ʐ ə̄/ə,,GuanForthcoming,,,^ʐ ə̄$,default,,
QueyuPubarong-185_theskin-1,,QueyuPubarong,185_theskin,ʐī,ʐī,ʐ ī,,GuanForthcoming,,,^ʐ ī$,default,,
QueyuPubarong-251_and-1,,QueyuPubarong,251_and,ʐɨ,ʐɨ,ʐ ɨ,,GuanForthcoming,,,^ʐ ɨ$,default,,
QueyuPubarong-132_themountain-1,,QueyuPubarong,132_themountain,ʐɨ̌,ʐɨ̌,ʐ ɨ̌,,GuanForthcoming,,,^ʐ ɨ̌$,default,,
QueyuPubarong-40_dry-1,,QueyuPubarong,40_dry,ʐo,ʐo,ʐ o,,GuanForthcoming,,,^ʐ o$,default,,
QueyuPubarong-77_thegrass-1,,QueyuPubarong,77_thegrass,ʐū,ʐū,ʐ ū/u,,GuanForthcoming,,,^ʐ ū$,default,,
QueyuPubarong-97_thehouse-1,,QueyuPubarong,97_thehouse,ʑē,ʑē,ʑ ē/e,,GuanForthcoming,,,^ʑ ē$,default,,
QueyuPubarong-75_thegoat-1,,QueyuPubarong,75_thegoat,ʑī,ʑī,ʑ ī,,GuanForthcoming,,,^ʑ ī$,default,,
QueyuPubarong-140_theneck-1,,QueyuPubarong,140_theneck,χ^qã̄ɪ,χ^qã̄ɪ,χ q ã̄ ɪ,,GuanForthcoming,,,^χ ^q ã̄ ɪ$,default,,
QueyuPubarong-133_themouseorrat-1,,QueyuPubarong,133_themouseorrat,χwā,χwā,χ w ā/a,,GuanForthcoming,,,^χw ā$,default,,
QueyuPubarong-2_all-1,,QueyuPubarong,2_all,tɕjālæ,tɕjālæ,tɕ j ā/a l æ,,GuanForthcoming,,,^tɕ j ā l æ$,default,,
QueyuPubarong-5_bad-1,,QueyuPubarong,5_bad,mæ-tɕʰi,mæ-tɕʰi,m æ + tɕʰ i,,GuanForthcoming,,,^m æ - tɕʰ i$,default,,
QueyuPubarong-252_before-1,,QueyuPubarong,252_before,ŋgwə,ŋgwə,ŋ g w ə,,GuanForthcoming,,,^ŋ gw ə$,default,,
QueyuPubarong-11_big-1,,QueyuPubarong,11_big,ndʑũ,ndʑũ,n dʑ ũ,,GuanForthcoming,,,^n dʑ ũ$,default,,
QueyuPubarong-26_coldoftemperature-1,,QueyuPubarong,26_coldoftemperature,tʂō,tʂō,ʈʂ ō/o,,GuanForthcoming,,,^tʂ ō$,default,,
QueyuPubarong-28_correctright-1,,QueyuPubarong,28_correctright,ʑi,ʑi,ʑ i,,GuanForthcoming,,,^ʑ i$,default,,
QueyuPubarong-253_dark-1,,QueyuPubarong,253_dark,ɲe pɨ̄pɨ,ɲe pɨ̄pɨ,ɲ e + p ɨ̄/ɨ p ɨ,,GuanForthcoming,,,^ɲ e + p ɨ̄ p ɨ$,default,,
QueyuPubarong-254_dirty-1,,QueyuPubarong,254_dirty,xtswəlyē,xtswəlyē,x ts w ə l y ē/e,,GuanForthcoming,,,^x tsw ə l y ē$,default,,
QueyuPubarong-255_early-1,,QueyuPubarong,255_early,ʐje,ʐje,ʐ j e,,GuanForthcoming,,,^ʐ j e$,default,,
QueyuPubarong-257_far-1,,QueyuPubarong,257_far,kwākwā,kwākwā,kʷ ā/a kʷ ā/a,,GuanForthcoming,,,^kw ā kw ā$,default,,
QueyuPubarong-258_female-1,,QueyuPubarong,258_female,zȭntsʰɨ,zȭntsʰɨ,z ȭ/o n tsʰ ɨ,,GuanForthcoming,,,^z ȭ n tsʰ ɨ$,default,,
QueyuPubarong-259_few-1,,QueyuPubarong,259_few,ninī,ninī,n i n ī,,GuanForthcoming,,,^n i n ī$,default,,
QueyuPubarong-260_forget-1,,QueyuPubarong,260_forget,xǣ,xǣ,x ǣ/æ,,GuanForthcoming,,,^x ǣ$,default,,
QueyuPubarong-261_four-1,,QueyuPubarong,261_four,bʑɨ̄ʐo,bʑɨ̄ʐo,b ʑ ɨ̄/ɨ ʐ o,,GuanForthcoming,,,^bʑ ɨ̄ ʐ o$,default,,
QueyuPubarong-264_hard-1,,QueyuPubarong,264_hard,qãɪqã̄ɪ,qãɪqã̄ɪ,q ã ɪ q ã̄ ɪ,,GuanForthcoming,,,^q ã ɪ q ã̄ ɪ$,default,,
QueyuPubarong-83_heorshethirdpersonsingular-1,,QueyuPubarong,83_heorshethirdpersonsingular,"tʰə̌, tsə̌","tʰə̌, tsə̌",tʰ ə̌/ə + ts ə̌/ə,,GuanForthcoming,,,"^tʰ ə̌ , + ts ə̌$",default,,
QueyuPubarong-87_heavy-1,,QueyuPubarong,87_heavy,ləglə̄,ləglə̄,l ə g l ə̄/ə,,GuanForthcoming,,,^l ə g l ə̄$,default,,
QueyuPubarong-265_here-1,,QueyuPubarong,265_here,kə̄tʰə,kə̄tʰə,k ə̄ tʰ ə,,GuanForthcoming,,,^k ə̄ tʰ ə$,default,,
QueyuPubarong-265_here-2,,QueyuPubarong,265_here,kə tʰə̄ qãɪ,kə tʰə̄ qãɪ,k ə + tʰ ə̄ + q ã ɪ,,GuanForthcoming,,,^k ə + tʰ ə̄ + q ã ɪ$,default,,
QueyuPubarong-90_hightall-1,,QueyuPubarong,90_hightall,tʰumtʰū,tʰumtʰū,tʰ u m tʰ ū/u,,GuanForthcoming,,,^tʰ u m tʰ ū$,default,,
QueyuPubarong-266_horizontal-1,,QueyuPubarong,266_horizontal,tʂʰə̄ptʂʰə,tʂʰə̄ptʂʰə,ʈʂʰ ə̄ p ʈʂʰ ə,,GuanForthcoming,,,^tʂʰ ə̄ ptʂʰ ə$,default,,
QueyuPubarong-267_how-1,,QueyuPubarong,267_how,nde zɨ,nde zɨ,n d e + z ɨ,,GuanForthcoming,,,^n d e + z ɨ$,default,,
QueyuPubarong-98_hundred-1,,QueyuPubarong,98_hundred,dʑjātʰampa,dʑjātʰampa,dʑ j ā/a tʰ a m p a,,GuanForthcoming,,,^dʑ j ā tʰ a m p a$,default,,
QueyuPubarong-101_ifirstpersonsingular-1,,QueyuPubarong,101_ifirstpersonsingular,ŋə̌,ŋə̌,ŋ ə̌/ə,,GuanForthcoming,,,^ŋ ə̌$,default,,
QueyuPubarong-268_late-1,,QueyuPubarong,268_late,tʰye,tʰye,tʰ y e,,GuanForthcoming,,,^tʰ y e$,default,,
QueyuPubarong-270_lightofweight-1,,QueyuPubarong,270_lightofweight,ʑiʑī,ʑiʑī,ʑ i ʑ ī,,GuanForthcoming,,,^ʑ i ʑ ī$,default,,
QueyuPubarong-120_long-1,,QueyuPubarong,120_long,sesē,sesē,s e s ē/e,,GuanForthcoming,,,^s e s ē$,default,,
QueyuPubarong-271_male-1,,QueyuPubarong,271_male,zɨ̄ntsʰɨ,zɨ̄ntsʰɨ,z ɨ̄/ɨ n tsʰ ɨ,,GuanForthcoming,,,^z ɨ̄ n tsʰ ɨ$,default,,
QueyuPubarong-272_many-1,,QueyuPubarong,272_many,ʑuʑū,ʑuʑū,ʑ u ʑ ū/u,,GuanForthcoming,,,^ʑ u ʑ ū$,default,,
QueyuPubarong-274_narrow-1,,QueyuPubarong,274_narrow,ʐũʐũ̄,ʐũʐũ̄,ʐ ũ ʐ ũ̄/ũ,,GuanForthcoming,,,^ʐ ũ ʐ ũ̄$,default,,
QueyuPubarong-275_new-1,,QueyuPubarong,275_new,sə̄pi,sə̄pi,s ə̄ p i,,GuanForthcoming,,,^s ə̄ p i$,default,,
QueyuPubarong-276_not-1,,QueyuPubarong,276_not,mæ-,mæ-,m æ +,,GuanForthcoming,,,^m æ - $,default,,
QueyuPubarong-278_other-1,,QueyuPubarong,278_other,m̥ēɪno,m̥ēɪno,m̥ ē/e ɪ n o,,GuanForthcoming,,,^m̥ ē ɪ n o$,default,,
QueyuPubarong-279_painful-1,,QueyuPubarong,279_painful,ɲō ʐɨ,ɲō ʐɨ,ɲ ō/o + ʐ ɨ,,GuanForthcoming,,,^ɲ ō + ʐ ɨ$,default,,
QueyuPubarong-158_red-1,,QueyuPubarong,158_red,ɲ̥īn̥i,ɲ̥īn̥i,ɲ̊ ī/i n̥ i,,GuanForthcoming,,,^ɲ̥ ī n̥ i$,default,,
QueyuPubarong-166_round-1,,QueyuPubarong,166_round,tōlala,tōlala,t ō/o l a l a,,GuanForthcoming,,,^t ō l a l a$,default,,
QueyuPubarong-282_salty-1,,QueyuPubarong,282_salty,tɕʰī tə-qə̄ sʰɨ,tɕʰī tə-qə̄ sʰɨ,tɕʰ ī/i + t ə + q ə̄ + sʰ ɨ,,GuanForthcoming,,,^tɕʰ ī + t ə - q ə̄ + sʰ ɨ$,default,,
QueyuPubarong-284_sharp-1,,QueyuPubarong,284_sharp,kʰikʰī,kʰikʰī,kʰ i kʰ ī,,GuanForthcoming,,,^kʰ i kʰ ī$,default,,
QueyuPubarong-285_short-1,,QueyuPubarong,285_short,tsʰotsʰo,tsʰotsʰo,tsʰ o tsʰ o,,GuanForthcoming,,,^tsʰ o tsʰ o$,default,,
QueyuPubarong-181_shy-1,,QueyuPubarong,181_shy,xkwǣ,xkwǣ,x kʷ ǣ/æ,,GuanForthcoming,,,^x kw ǣ$,default,,
QueyuPubarong-286_sick-1,,QueyuPubarong,286_sick,ɲo,ɲo,ɲ o,,GuanForthcoming,,,^ɲ o$,default,,
QueyuPubarong-188_small-1,,QueyuPubarong,188_small,zæzǣ,zæzǣ,z æ z ǣ/æ,,GuanForthcoming,,,^z æ z ǣ$,default,,
QueyuPubarong-287_soft-1,,QueyuPubarong,287_soft,vɨvɨ̄,vɨvɨ̄,v ɨ v ɨ̄/ɨ,,GuanForthcoming,,,^v ɨ v ɨ̄$,default,,
QueyuPubarong-288_some-1,,QueyuPubarong,288_some,kʰæɕī,kʰæɕī,kʰ æ ɕ ī,,GuanForthcoming,,,^kʰ æ ɕ ī$,default,,
QueyuPubarong-289_stoneoffruit-1,,QueyuPubarong,289_stoneoffruit,pəli,pəli,p ə l i,,GuanForthcoming,,,^p ə l i$,default,,
QueyuPubarong-292_that-1,,QueyuPubarong,292_that,tʰə,tʰə,tʰ ə,,GuanForthcoming,,,^tʰ ə$,default,,
QueyuPubarong-304_thechilddescendant-1,,QueyuPubarong,304_thechilddescendant,ɕʰjopɕī,ɕʰjopɕī,ɕʰ j o p ɕ ī,,GuanForthcoming,,,^ɕʰ j o pɕ ī$,default,,
QueyuPubarong-306_thedew-1,,QueyuPubarong,306_thedew,sɨ̄kwə̄,sɨ̄kwə̄,s ɨ̄/ɨ kʷ ə̄/ə,,GuanForthcoming,,,^s ɨ̄ kw ə̄$,default,,
QueyuPubarong-42_theear-1,,QueyuPubarong,42_theear,hnipūto,hnipūto,h n i p ū t o,,GuanForthcoming,,,^h n i p ū t o$,default,,
QueyuPubarong-310_theearthworm-1,,QueyuPubarong,310_theearthworm,sʰəlēɪputɕo,sʰəlēɪputɕo,sʰ ə l ē/e ɪ p u tɕ o,,GuanForthcoming,,,^sʰ ə l ē ɪ p u tɕ o$,default,,
QueyuPubarong-315_theflea-1,,QueyuPubarong,315_theflea,xlə̄,xlə̄,x l ə̄/ə,,GuanForthcoming,,,^x l ə̄$,default,,
QueyuPubarong-316_thefog-1,,QueyuPubarong,316_thefog,ˣtēɪʐə̄mu,ˣtēɪʐə̄mu,x t ē/e ɪ ʐ ə̄ m u,,GuanForthcoming,,,^ˣt ē ɪ ʐ ə̄ m u$,default,,
QueyuPubarong-323_thehoof-1,,QueyuPubarong,323_thehoof,qāɕye,qāɕye,q ā/a ɕ y e,,GuanForthcoming,,,^q āɕ y e$,default,,
QueyuPubarong-95_thehorse-1,,QueyuPubarong,95_thehorse,bʐī,bʐī,b ʐ ī,,GuanForthcoming,,,^bʐ ī$,default,,
QueyuPubarong-332_thelipthelips-1,,QueyuPubarong,332_thelipthelips,hnə̄ʐi,hnə̄ʐi,h n ə̄ ʐ i,,GuanForthcoming,,,^h n ə̄ ʐ i$,default,,
QueyuPubarong-336_themosquito-1,,QueyuPubarong,336_themosquito,pɨɕī,pɨɕī,p ɨ ɕ ī,,GuanForthcoming,,,^p ɨ ɕ ī$,default,,
QueyuPubarong-342_theotter-1,,QueyuPubarong,342_theotter,sǣmə,sǣmə,s ǣ/æ m ə,,GuanForthcoming,,,^s ǣ m ə$,default,,
QueyuPubarong-345_thericeplant-1,,QueyuPubarong,345_thericeplant,mtʂǣ,mtʂǣ,m ʈʂ ǣ/æ,,GuanForthcoming,,,^m tʂ ǣ$,default,,
QueyuPubarong-163_theroad-1,,QueyuPubarong,163_theroad,dʑjālo,dʑjālo,dʑ j ā/a l o,,GuanForthcoming,,,^dʑ j ā l o$,default,,
QueyuPubarong-163_theroad-2,,QueyuPubarong,163_theroad,bʐɪ,bʐɪ,b ʐ ɪ,,GuanForthcoming,,,^bʐ ɪ$,default,,
QueyuPubarong-203_thestoneapieceof-1,,QueyuPubarong,203_thestoneapieceof,datɕī,datɕī,d a tɕ ī,,GuanForthcoming,,,^d a tɕ ī$,default,,
QueyuPubarong-218_thethunder-1,,QueyuPubarong,218_thethunder,mdʐū,mdʐū,m ɖʐ ū/u,,GuanForthcoming,,,^m dʐ ū$,default,,
QueyuPubarong-224_thetree-1,,QueyuPubarong,224_thetree,sʰepū,sʰepū,sʰ e p ū/u,,GuanForthcoming,,,^sʰ e p ū$,default,,
QueyuPubarong-359_thework-1,,QueyuPubarong,359_thework,mõ,mõ,m õ,,GuanForthcoming,,,^m õ$,default,,
QueyuPubarong-360_theworm-1,,QueyuPubarong,360_theworm,putɕō,putɕō,p u tɕ ō/o,,GuanForthcoming,,,^p u tɕ ō$,default,,
QueyuPubarong-363_theythirdpersonplural-1,,QueyuPubarong,363_theythirdpersonplural,tsəntsʰɨ,tsəntsʰɨ,ts ə n tsʰ ɨ,,GuanForthcoming,,,^ts ə n tsʰ ɨ$,default,,
QueyuPubarong-363_theythirdpersonplural-2,,QueyuPubarong,363_theythirdpersonplural,tʰəntsʰɨ̄,tʰəntsʰɨ̄,tʰ ə n tsʰ ɨ̄/ɨ,,GuanForthcoming,,,^tʰ ə n tsʰ ɨ̄$,default,,
QueyuPubarong-210_thick-1,,QueyuPubarong,210_thick,ɬeɬē,ɬeɬē,ɬ e ɬ ē/e,,GuanForthcoming,,,^ɬ e ɬ ē$,default,,
QueyuPubarong-367_this-1,,QueyuPubarong,367_this,tʰə,tʰə,tʰ ə,,GuanForthcoming,,,^tʰ ə$,default,,
QueyuPubarong-215_thousecondpersonsingular-1,,QueyuPubarong,215_thousecondpersonsingular,nə̌,nə̌,n ə̌/ə,,GuanForthcoming,,,^n ə̌$,default,,
QueyuPubarong-369_tobite-1,,QueyuPubarong,369_tobite,hŋwā,hŋwā,h ŋ w ā/a,,GuanForthcoming,,,^h ŋw ā$,default,,
QueyuPubarong-16_toblowofwind-1,,QueyuPubarong,16_toblowofwind,fu,fu,f u,,GuanForthcoming,,,^f u$,default,,
QueyuPubarong-371_toburnintransitive-1,,QueyuPubarong,371_toburnintransitive,xpū ʐye,xpū ʐye,x p ū + ʐ y e,,GuanForthcoming,,,^x p ū + ʐ y e$,default,,
QueyuPubarong-372_toburntransitive-1,,QueyuPubarong,372_toburntransitive,tɕʰjə,tɕʰjə,tɕʰ j ə,,GuanForthcoming,,,^tɕʰ j ə$,default,,
QueyuPubarong-374_tochoose-1,,QueyuPubarong,374_tochoose,sʊ̄sʊ,sʊ̄sʊ,s ʊ̄/ʊ s ʊ,,GuanForthcoming,,,^s ʊ̄ s ʊ$,default,,
QueyuPubarong-27_tocome-1,,QueyuPubarong,27_tocome,"tʊ, leɪ","tʊ, leɪ",t ʊ + l e ɪ,,GuanForthcoming,,,"^t ʊ , + l e ɪ$",default,,
QueyuPubarong-376_tocook-1,,QueyuPubarong,376_tocook,χqwa,χqwa,χ q w a,,GuanForthcoming,,,^χ qw a$,default,,
QueyuPubarong-377_tocount-1,,QueyuPubarong,377_tocount,xtsɨ̄ ptʂū,xtsɨ̄ ptʂū,x ts ɨ̄/ɨ + p tʂ ū/u,,GuanForthcoming,,,^x ts ɨ̄ + ptʂ ū$,default,,
QueyuPubarong-30_tocryweep-1,,QueyuPubarong,30_tocryweep,ptʂā,ptʂā,p ʈʂ ā/a,,GuanForthcoming,,,^p tʂ ā$,default,,
QueyuPubarong-378_tocut-1,,QueyuPubarong,378_tocut,qʰa,qʰa,qʰ a,,GuanForthcoming,,,^qʰ a$,default,,
QueyuPubarong-34_todie-1,,QueyuPubarong,34_todie,sʰi,sʰi,sʰ i,,GuanForthcoming,,,^sʰ i$,default,,
QueyuPubarong-35_todig-1,,QueyuPubarong,35_todig,pɨqwō,pɨqwō,p ɨ q w ō/o,,GuanForthcoming,,,^p ɨ qw ō$,default,,
QueyuPubarong-39_todrink-1,,QueyuPubarong,39_todrink,tʰeɪ,tʰeɪ,tʰ e ɪ,,GuanForthcoming,,,^tʰ e ɪ$,default,,
QueyuPubarong-46_toeat-1,,QueyuPubarong,46_toeat,tɕʰɨ,tɕʰɨ,tɕʰ ɨ,,GuanForthcoming,,,^tɕʰ ɨ$,default,,
QueyuPubarong-380_tofearbeafraid-1,,QueyuPubarong,380_tofearbeafraid,xtɕə̄vʑo,xtɕə̄vʑo,x tɕ ə̄ v ʑ o,,GuanForthcoming,,,^x tɕ ə̄ vʑ o$,default,,
QueyuPubarong-53_tofight-1,,QueyuPubarong,53_tofight,tɕjətɕȳ,tɕjətɕȳ,tɕ j ə tɕ ȳ/y,,GuanForthcoming,,,^tɕ j ə tɕ ȳ$,default,,
QueyuPubarong-381_tofloat-1,,QueyuPubarong,381_tofloat,ptʰə,ptʰə,p tʰ ə,,GuanForthcoming,,,^p tʰ ə$,default,,
QueyuPubarong-382_toflow-1,,QueyuPubarong,382_toflow,tʂɪptʂɪ̄,tʂɪptʂɪ̄,ʈʂ ɪ p tʂ ɪ̄/ɪ,,GuanForthcoming,,,^tʂ ɪ ptʂ ɪ̄$,default,,
QueyuPubarong-383_toforget-1,,QueyuPubarong,383_toforget,xǣ,xǣ,x ǣ/æ,,GuanForthcoming,,,^x ǣ$,default,,
QueyuPubarong-74_togive-1,,QueyuPubarong,74_togive,kʰwi,kʰwi,kʰ w i,,GuanForthcoming,,,^kʰw i$,default,,
QueyuPubarong-386_tohear-1,,QueyuPubarong,386_tohear,mə̃,mə̃,m ə̃,,GuanForthcoming,,,^m ə̃$,default,,
QueyuPubarong-387_tohideconceal-1,,QueyuPubarong,387_tohideconceal,vwa,vwa,v w a,,GuanForthcoming,,,^vw a$,default,,
QueyuPubarong-91_tohold-1,,QueyuPubarong,91_tohold,ptsō,ptsō,p ts ō/o,,GuanForthcoming,,,^p ts ō$,default,,
QueyuPubarong-390_toknead-1,,QueyuPubarong,390_toknead,hnī ,hnī ,h n ī/i +,,GuanForthcoming,,,^h n ī + $,default,,
QueyuPubarong-391_toknow-1,,QueyuPubarong,391_toknow,xo go,xo go,x o + g o,,GuanForthcoming,,,^x o + g o$,default,,
QueyuPubarong-108_toknowsomething-1,,QueyuPubarong,108_toknowsomething,xo go,xo go,x o + g o,,GuanForthcoming,,,^x o + g o$,default,,
QueyuPubarong-392_tolearn-1,,QueyuPubarong,392_tolearn,bʑjo,bʑjo,b ʑ j o,,GuanForthcoming,,,^bʑ j o$,default,,
QueyuPubarong-393_tolick-1,,QueyuPubarong,393_tolick,pɨdʑjē,pɨdʑjē,p ɨ dʑ j ē/e,,GuanForthcoming,,,^p ɨ dʑ j ē$,default,,
QueyuPubarong-394_toliedown-1,,QueyuPubarong,394_toliedown,ptɕjʊ̃,ptɕjʊ̃,p tɕ j ʊ̃,,GuanForthcoming,,,^p tɕ j ʊ̃$,default,,
QueyuPubarong-395_tolierest-1,,QueyuPubarong,395_tolierest,hnēɪ,hnēɪ,h n ē/e ɪ,,GuanForthcoming,,,^h n ē ɪ$,default,,
QueyuPubarong-397_toopen-1,,QueyuPubarong,397_toopen,tɕʰɪ (open the door),tɕʰɪ (open the door),tɕʰ ɪ + o p e n + tʰ e + d oː r,,GuanForthcoming,,,^tɕʰ ɪ + ( o p e n + th e + d oo r ) $,default,,
QueyuPubarong-398_toplantvegetalsrice-1,,QueyuPubarong,398_toplantvegetalsrice,leɪ,leɪ,l e ɪ,,GuanForthcoming,,,^l e ɪ$,default,,
QueyuPubarong-153_toplay-1,,QueyuPubarong,153_toplay,tɕiptɕjæ xku,tɕiptɕjæ xku,tɕ i p tɕ j æ + x k u,,GuanForthcoming,,,^tɕ i p tɕ j æ + x k u$,default,,
QueyuPubarong-399_topull-1,,QueyuPubarong,399_topull,tʰəntʰē,tʰəntʰē,tʰ ə n tʰ ē/e,,GuanForthcoming,,,^tʰ ə n tʰ ē$,default,,
QueyuPubarong-155_topush-1,,QueyuPubarong,155_topush,tə̄teɪ,tə̄teɪ,t ə̄ t e ɪ,,GuanForthcoming,,,^t ə̄ t e ɪ$,default,,
QueyuPubarong-400_toresidelive-1,,QueyuPubarong,400_toresidelive,ptsū,ptsū,p ts ū/u,,GuanForthcoming,,,^p ts ū$,default,,
QueyuPubarong-401_torub-1,,QueyuPubarong,401_torub,hnī,hnī,h n ī,,GuanForthcoming,,,^h n ī$,default,,
QueyuPubarong-402_torun-1,,QueyuPubarong,402_torun,xtətɕȳ fla,xtətɕȳ fla,x t ə tɕ ȳ/y + f l a,,GuanForthcoming,,,^x t ə tɕ ȳ + f l a$,default,,
QueyuPubarong-404_toscratch-1,,QueyuPubarong,404_toscratch,qʰaʐā,qʰaʐā,qʰ a ʐ ā/a,,GuanForthcoming,,,^qʰ a ʐ ā$,default,,
QueyuPubarong-405_tosee-1,,QueyuPubarong,405_tosee,ndo,ndo,n d o,,GuanForthcoming,,,^n d o$,default,,
QueyuPubarong-407_toshootanarrow-1,,QueyuPubarong,407_toshootanarrow,bdə,bdə,b d ə,,GuanForthcoming,,,^b d ə$,default,,
QueyuPubarong-408_tosing-1,,QueyuPubarong,408_tosing,ntʰēɪ,ntʰēɪ,n tʰ ē/e ɪ,,GuanForthcoming,,,^n tʰ ē ɪ$,default,,
QueyuPubarong-409_tosit-1,,QueyuPubarong,409_tosit,ptsū,ptsū,p ts ū/u,,GuanForthcoming,,,^p ts ū$,default,,
QueyuPubarong-411_tosowbroadcastscatterseeds-1,,QueyuPubarong,411_tosowbroadcastscatterseeds,pɨ̄tʰu,pɨ̄tʰu,p ɨ̄/ɨ tʰ u,,GuanForthcoming,,,^p ɨ̄ tʰ u$,default,,
QueyuPubarong-414_tosqueeze-1,,QueyuPubarong,414_tosqueeze,ɕəɣlæ,ɕəɣlæ,ɕ ə ɣ l æ,,GuanForthcoming,,,^ɕ ə ɣ l æ$,default,,
QueyuPubarong-415_tostab-1,,QueyuPubarong,415_tostab,xtɕʰʊ,xtɕʰʊ,x tɕʰ ʊ,,GuanForthcoming,,,^x tɕʰ ʊ$,default,,
QueyuPubarong-416_tostand-1,,QueyuPubarong,416_tostand,kʰɪ,kʰɪ,kʰ ɪ,,GuanForthcoming,,,^kʰ ɪ$,default,,
QueyuPubarong-418_toswell-1,,QueyuPubarong,418_toswell,pə̄ʐo,pə̄ʐo,p ə̄ ʐ o,,GuanForthcoming,,,^p ə̄ ʐ o$,default,,
QueyuPubarong-419_toswim-1,,QueyuPubarong,419_toswim,xtɕō,xtɕō,x tɕ ō/o,,GuanForthcoming,,,^x tɕ ō$,default,,
QueyuPubarong-213_tothinkreflect-1,,QueyuPubarong,213_tothinkreflect,xsʰwē,xsʰwē,x sʰ w ē/e,,GuanForthcoming,,,^xsʰw ē$,default,,
