ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
2225	to drink	喝	drink	thji²	thji²	tʰ j i ²			2225		2416
2490	to eat	吃	eat	dzji¹	dzji¹	d z j i ¹			2490		3419
38096	to fight			ɣwej	ɣwej	ɣ we j			38096		10200
38260	to float			dʑjwow	dʑjwow	dʑ jwo w			38260		10201
38154	to flow			lju.	lju.	l ju.			38154		10202
3497	to fly (move through air)	飞	fly	dʑjwow¹	dʑjwow¹	dʑ j w o w ¹			3497		10206
38157	to forget			mjɨ.	mjɨ.	m j ɨ./ɨ			38157		1575
38193	to give			khjow	khjow	kh j o w			38193		2125
3921	to give	给	give	khjow¹	khjow¹	kʰ j o w ¹			3921		2125
4398	to hear	听见	hear	mji¹	mji¹	m j i ¹			4398		3752
38075	to hide (conceal)			lwu	lwu	l w u			38075		696
38250	to hold			tɕhjij	tɕhjij	tɕh ji j			38250		221
38251	to hold			zow	zow	z o w			38251		318
38074	to hunt			ba	ba	b a			38074		1455
5246	to kill	杀	kill	sja¹	sja¹	s j a ¹			5246		3125
38261	to knead			nej	nej	n e j			38261		4197
5352	to know (something)	知道	know	nwə¹	nwə¹	n w ə ¹			5352		435
38153	to know (something)			sjij	sjij	s ji j			38153		2279
38253	to know (something)			tsjij	tsjij	ts ji j			38253		2621
38102	to laugh			djiij	djiij	d jii j			38102		2283
38152	to learn			ɣiew	ɣiew	ɣ i e w			38152		119
38103	to lick			lhiaa	lhiaa	lh i aa			38103		101
38135	to lie down			gwjɨr	gwjɨr	g wjɨ r			38135		2363
5723	to lie, rest	趟	lie	gjwɨr¹	gjwɨr¹	g j w ɨ r ¹			5723		0
38163	to marry (a man marries a woman)			ta.	ta.	t a.			38163		4218
38128	to plant (vegetals, rice)			lji.	lji.	l ji.			38128		722
38097	to play			u	u	u			38097		4149
38092	to pull								38092		0
38095	to push			khwej	khwej	kh we j			38095		4152
38068	to reside (live)			dʑjiij	dʑjiij	dʑ jii j			38068		678
38158	to run			ljwɨ.	ljwɨ.	l jwɨ.			38158		4198
8373	to say	说	say	.jɨ¹	.jɨ¹	j ɨ ¹			8373		0
38033	to scratch			mja.	mja.	m j a./a			38033		4161
8479	to see	看见	see	ljij²	ljij²	l j i j ²			8479		4162
38051	to shoot (an arrow)			khia	khia	kh i a			38051		4168
38039	to sing			kjạ	kjạ	k ji		ch	38039		4172
9062	to sit	坐	sit	dzuu²	dzuu²	d z uu ²			9062		0
9274	to sleep	睡	sleep	.jɨ²	.jɨ²	j ɨ ²			9274		2244
37990	to sleep			me	me	m e			37990		65
38138	to smell (perceive odor) [transitive]			ljii	ljii	l jii			38138		4182
38161	to sow (broadcast, scatter seeds)								38161		0
38076	to spit			pie.	pie.	p i e./e			38076		4185
9963	to stand	站	stand	.jar¹	.jar¹	j a r ¹			9963		2246
38045	to steal			kwjɨɨr	kwjɨɨr	k w j ɨɨ/ɨː r			38045		10464
38027	to think (reflect)			sjiij	sjiij	s jii j			38027		10586
38077	to throw			dʑjwo	dʑjwo	dʑ jwo			38077		4188
38052	to vomit			wja	wja	w ja			38052		736
11606	to walk	走	walk	dʑji	dʑji	dʑ j i			11606		4192
38064	to wipe			ɕjɨ ɕja	ɕjɨ ɕja	ɕ jɨ ɕ ja			38064		3562
38038	today			pjɨ sjij	pjɨ sjij	p ɨ js ji j			38038		1313
38036	tomorrow			na rar	na rar	n a r a r			38036		4216
38180	twenty			njɨɨ ɣa.	njɨɨ ɣa.	n jɨɨ ɣ a.			38180		0
11500	two	二	two	njɨɨ²	njɨɨ²	n j ɨɨ/ɨː ²			11500		102
11659	warm (hot)		hot	tsja¹	tsja¹	ts j a ¹			11659		0
11818	we [first person plural inclusive]	我们	we	gjɨ²mji²	gjɨ²mji²	g j ɨ ² m j i ²			11818		0
38173	we [first person plural inclusive]			gjɨ mji	gjɨ mji	g jɨ m jɨ			38173		0
38014	wet			tsji	tsji	ts ji			38014		4194
38175	what			thjij	thjij	th ji j			38175		0
11924	what	设么	what	xwa²	xwa²	x w a ²			11924		0
38170	where								38170		0
12083	white	白	white	phiow¹	phiow¹	pʰ i o w ¹			12083		10173
12136	who	谁	who	sjwɨ²	sjwɨ²	s j w ɨ ²			12136		2253
12719	yellow	黄	yellow	nər²	nər²	n ə r ²			12719		2513
38037	yesterday			jɨ njɨɨ	jɨ njɨɨ	j ɨ n jɨɨ			38037		4215
38109	you [second person plural]								38109		0
38144	young			thjwi.	thjwi.	th jwi.			38144		4222
	to say			.jɨ²							
	the intestines			.wju²							
	the knife			bjɨr¹							
	before		avant	ɕji¹							
	to say			dạ²							
	to grow			dzja¹							
	the person			dzjwo²							
	to sit			dzuu²							
	to swim			dʑiaa²							
	thin			gaa²							
	thin (slim)			gaa²							
	to fall			gji¹							
	the night			gjɨ²							
	to lie, rest			gjwɨr¹							
	the back			gjwɨr²							
	to squeeze		presser, forcer	ɣar¹							
	to cook			ɣiẹ¹							
	to cook			ɣjii¹							
	to cut			khjij¹							
	to fear (be afraid)			kjạ¹							
	wide			low²							
	the worm			lụ¹							
	to burn [transitive]		allumer un feu	lu²							
	the hair			mej²							
	the hair			mjar¹							
	not			mji¹							
	the girl			mjịj¹							
	male			mjijr²							
	other			mjɨ¹							
	the person			mjɨ¹							
	the leg			mjɨ²							
	forget			mjɨ̣²							
	the night			na¹							
	to burn [transitive]			njwɨ̣²							
	sick			ŋo²							
	to freeze (intransitive)			par¹							
	to tie (together)			phej¹							
	to cut			phia¹							
	to cut			phja¹							
	the hair			pjə̣j²							
	to burn [transitive]		chauffer, brûler	pju²							
	to sew			rər¹							
	before		devant	rjir²							
	female			sji²dzjwo¹							
	to know			sjij²							
	to burn [transitive]			tɕhjɨ̣¹							
	to open			thjwɨ¹							
	to burn [transitive]			thwər¹							
	to hit			tju²							
	to say			tshjiij¹							
	the child			zji¹							
	the child (descendant)			zji¹							
	few			zjɨɨr¹							
	how		岂	ljọ							
	painful										
	rotten (of fruits)		朽、烂	kji̧j							
	some										
	stone (of fruit)										
	the ashes			lhjwạ							
	the bark										
	the day (opposed to night)		昼	zjɨ̣							
	the fat (grease)		膏	ljɨj							
	the lightning			tshjwu							
	the lightning			lhjạ							
	the morning			mjịj							
	the noon			ljij							
	the roof										
	the work										
	they [third person plural]										
	to breathe										
	to choose										
	to climb										
	to rub			ljiir							
	to split										
	to stab			djuu							
	to swell										
	to turn (around)										
	to wash			djɨ							
	to yawn			.ọ							
	warm (hot)			mej							
	warm (hot)			lhjii							
	when										
