ID	CONCEPT	CHINESE	GLOSS_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEME_STRUCTURE	BORROWING	SAGART_ID	NOTE	COGID
22970	here		here	ɐ³³ khɐ⁵³	ɐ³³ khɐ⁵³	ɐ ³³ _ kh ɐ ⁵³			22970		0
22988	high / tall		high / tall	thø̃³³thø⁵³	thø̃³³thø⁵³	th ø̃ ∼ ³³ ◦ th ø ⁵³			22988		0
20685	horizontal		horizontal	tʂhẽ⁵⁵tʂhe⁵³	tʂhẽ⁵⁵tʂhe⁵³	tʂh ẽ ∼ ⁵⁵ ◦ tʂh e ⁵³			20685		0
22294	horizontal		horizontal	tʂhe⁵³	tʂhe⁵³	tʂh e ⁵³			22294		0
23071	hot		hot	tsɐ³³tsɐ⁵³	tsɐ³³tsɐ⁵³	ts ɐ ³³ ◦ ts ɐ ⁵³			23071		0
22895	hundred		hundred	ta⁵⁵ra⁵³	ta⁵⁵ra⁵³	t a ⁵⁵ ◦ r a ⁵³			22895		0
22896	hundred		hundred	dʑæ⁵³	dʑæ⁵³	dʑ æ ⁵³			22896		0
19463	inside		inside	khu²⁴	khu²⁴	kh u ²⁴			19463		0
22721	knife		knife	rə³³ tɕue⁵³	rə³³ tɕue⁵³	r ə ³³ _ tɕ u e ⁵³			22721		0
24745	late		late	ɦæ³³ʁuə̱⁵³	ɦæ³³ʁuə̱⁵³	ɦ æ ³³ ◦ ʁ u ə̱ ⁵³			24745		0
22808	left		left	ʁɐ̱⁵⁵rɐ⁵³	ʁɐ̱⁵⁵rɐ⁵³	ʁ ɐ̱ ⁵⁵ ◦ r ɐ ⁵³			22808		0
22272	light (of weight)		light (weight)	ɣi⁵⁵ɣi⁵³	ɣi⁵⁵ɣi⁵³	ɣ i ⁵⁵ ◦ ɣ i ⁵³			22272		0
22991	long		long	(zu²⁴) rə³³rə⁵³	(zu²⁴) rə³³rə⁵³	r ə ³³ ◦ r ə ⁵³			22991	!	0
21932	many		many / much	kæ³³ji⁵³	kæ³³ji⁵³	k æ ³³ ◦ j i ⁵³			21932		0
22805	middle		middle	qo⁵³	qo⁵³	q o ⁵³			22805		0
15754	middle		middle	pɐ⁵⁵mæ⁵³	pɐ⁵⁵mæ⁵³	p ɐ ⁵⁵ ◦ m æ ⁵³			15754		0
23980	morning		morning	nɐ³³nɐ⁵³	nɐ³³nɐ⁵³	n ɐ ³³ ◦ n ɐ ⁵³			23980		0
21701	narrow		narrow	tshe⁵⁵tshe⁵³	tshe⁵⁵tshe⁵³	tsh e ⁵⁵ ◦ tsh e ⁵³			21701		0
22994	near		near	qɐ⁵⁵rɐ⁵³	qɐ⁵⁵rɐ⁵³	q ɐ ⁵⁵ ◦ r ɐ ⁵³			22994		0
23213	new		new	sɐ⁵⁵pæ⁵³	sɐ⁵⁵pæ⁵³	s ɐ ⁵⁵ ◦ p æ ⁵³			23213		0
22880	nine		nine	ŋguə⁵³	ŋguə⁵³	ŋg u ə ⁵³			22880	?!	0
22881	nine		nine	gu⁵³	gu⁵³	g u ⁵³			22881		0
22837	noon		noon	tʂə³³tʂe⁵³pu³³	tʂə³³tʂe⁵³pu³³	tʂ ə ³³ ◦ tʂ e ⁵³ ◦ p u ³³			22837		0
23068	old (of person)		old / elderly	ndæ³³ndæ⁵³	ndæ³³ndæ⁵³	nd æ ³³ ◦ nd æ ⁵³			23068	?!	0
18035	one		one	tɐ⁵³	tɐ⁵³	t ɐ ⁵³			18035		0
19784	one		one	tɕi⁵³	tɕi⁵³	tɕ i ⁵³			19784		0
19383	outside		outside	le⁵³	le⁵³	l e ⁵³			19383		0
20707	red		red	ni⁵⁵ni³³	ni⁵⁵ni³³	n i ⁵⁵ ◦ n i ³³			20707		0
22809	right		right	mi⁵⁵rɐ⁵⁵	mi⁵⁵rɐ⁵⁵	m i ⁵⁵ ◦ r ɐ ⁵⁵			22809		0
23002	round		circle / circular (planar)	rø⁵³rø⁵⁵	rø⁵³rø⁵⁵	r ø ⁵³ ◦ r ø ⁵⁵			23002		0
23003	round		circle / circular (spherical)	gø³³gø⁵³	gø³³gø⁵³	g ø ³³ ◦ g ø ⁵³			23003		0
21008	salty		salty	tshə⁵³qhə³³	tshə⁵³qhə³³	tsh ə ⁵³ ◦ qh ə ³³			21008		0
19824	seven		seven	ȵuə⁵³	ȵuə⁵³	ȵ u ə ⁵³			19824		0
19828	seven		seven	dø⁵³	dø⁵³	d ø ⁵³			19828		0
21333	sharp		sharp	ndzɐ³³ ndzɐ⁵³	ndzɐ³³ ndzɐ⁵³	ndz ɐ ³³ _ ndz ɐ ⁵³			21333	?!	0
22992	short		short	tshø⁵⁵tshø⁵³	tshø⁵⁵tshø⁵³	tsh ø ⁵⁵ ◦ tsh ø ⁵³			22992		0
23277	shy		shy, be / bashful	phə⁵⁵ɣi³³	phə⁵⁵ɣi³³	ph ə ⁵⁵ ◦ ɣ i ³³			23277		0
22875	six		six	tʂu⁵³	tʂu⁵³	tʂ u ⁵³			22875		0
22874	six		six	tɕhuə⁵³	tɕhuə⁵³	tɕh u ə ⁵³			22874		0
15316	small		small	tsə³³tsæ⁵³	tsə³³tsæ⁵³	ts ə ³³ ◦ ts æ ⁵³			15316		0
22832	smooth		smooth / glossy / sleek	na⁵⁵na⁵³	na⁵⁵na⁵³	n a ⁵⁵ ◦ n a ⁵³			22832		0
22897	soft		soft	βə³³βə⁵³	βə³³βə⁵³	β ə ³³ ◦ β ə ⁵³			22897		0
22637	stone (of fruit)		pit / stone	ndʐɐ³³bu⁵⁵	ndʐɐ³³bu⁵⁵	ndʐ ɐ ³³ ◦ b u ⁵⁵			22637	?!	0
23020	straight		straight	tə̱³³tə̱⁵³	tə̱³³tə̱⁵³	t ə̱ ³³ ◦ t ə̱ ⁵³			23020		0
22883	ten		ten	tɕuə⁵³	tɕuə⁵³	tɕ u ə ⁵³			22883		0
22882	ten		ten	ɦæ³³kø⁵³	ɦæ³³kø⁵³	ɦ æ ³³ ◦ k ø ⁵³			22882		0
17927	the ant		ant	tʂuɑ²⁴	tʂuɑ²⁴	tʂ u ɑ ²⁴			17927		0
24340	the armpit		armpit	jɐ³³næ⁵⁵βa³⁵	jɐ³³næ⁵⁵βa³⁵	j ɐ ³³ ◦ n æ ⁵⁵ ◦ β a ³⁵			24340		0
22645	the bamboo		bamboo	rə³³mbə⁵⁵tɕø⁵³	rə³³mbə⁵⁵tɕø⁵³	r ə ³³ ◦ mb ə ⁵⁵ ◦ tɕ ø ⁵³			22645	?!	0
22655	the barley (tibetan or highland)		barley	su⁵⁵wæ³³	su⁵⁵wæ³³	s u ⁵⁵ ◦ w æ ³³			22655		0
22434	the belly		belly	βə³³lø⁵³	βə³³lø⁵³	β ə ³³ ◦ l ø ⁵³			22434		0
22597	the bird		bird	ndʑe⁵⁵ɦu³³	ndʑe⁵⁵ɦu³³	ndʑ e ⁵⁵ ◦ ɦ u ³³			22597	?!	0
25115	the blood		blood	sa⁵³	sa⁵³	s a ⁵³			25115		0
22552	the body hair (hair or fur)		hair / down	mo²⁴	mo²⁴	m o ²⁴			22552		0
22924	the bone		bone	tɕhue⁵⁵rə⁵³	tɕhue⁵⁵rə⁵³	tɕh u e ⁵⁵ ◦ r ə ⁵³			22924		0
19573	the branch		branch / twig	jɐ³³gæ⁵³	jɐ³³gæ⁵³	j ɐ ³³ ◦ g æ ⁵³			19573		0
22432	the breast (female)		breast	nə³³nø²⁴	nə³³nø²⁴	n ə ³³ ◦ n ø ²⁴			22432		0
16074	the child (young human)		child	pə³³tshi⁵³	pə³³tshi⁵³	p ə ³³ ◦ tsh i ⁵³			16074		0
22365	the cloud		cloud	ndə³³re⁵⁵	ndə³³re⁵⁵	nd ə ³³ ◦ r e ⁵⁵			22365	?!	0
22517	the daughter		daughter	mə³³za⁵³	mə³³za⁵³	m ə ³³ ◦ z a ⁵³			22517		0
22373	the dew		dew	rɐ²⁴tɕə³³	rɐ²⁴tɕə³³	r ɐ ²⁴ ◦ tɕ ə ³³			22373		0
22570	the dog		dog	khuə⁵³	khuə⁵³	kh u ə ⁵³			22570		0
22800	the dream		dream	mə³³lɐ⁵³	mə³³lɐ⁵³	m ə ³³ ◦ l ɐ ⁵³			22800		0
22424	the ear		ear	ȵuə²⁴	ȵuə²⁴	ȵ u ə ²⁴			22424		0
22391	the earth (soil)		soil / earth	tsa⁵³	tsa⁵³	ts a ⁵³			22391		0
22623	the earthworm		earthworm	rɐ⁵³mbə³³tʂɑ³³	rɐ⁵³mbə³³tʂɑ³³	r ɐ ⁵³ ◦ mb ə ³³ ◦ tʂ ɑ ³³			22623	?!	0
22674	the egg		egg	vɐ̱³³vɑ⁵³	vɐ̱³³vɑ⁵³	v ɐ̱ ³³ ◦ v ɑ ⁵³			22674		0
22422	the eye		eye	mi⁵³	mi⁵³	m i ⁵³			22422		0
22513	the father		father	βɐ⁵³βɐ³³	βɐ⁵³βɐ³³	β ɐ ⁵³ ◦ β ɐ ³³			22513		0
22514	the father		father	βɐ²⁴	βɐ²⁴	β ɐ ²⁴			22514		0
17948	the feather		feather / plume	ndʑe⁵⁵ɦu⁵⁵ mo²⁴	ndʑe⁵⁵ɦu⁵⁵ mo²⁴	ndʑ e ⁵⁵ ◦ ɦ u ⁵⁵ _ m o ²⁴			17948	?!	0
22376	the fire		fire	mə⁵³	mə⁵³	m ə ⁵³			22376		0
19062	the fish		fish	buə̱⁵³	buə̱⁵³	b u ə̱ ⁵³			19062		0
22616	the flea		flea	rə̱³³tshi⁵³	rə̱³³tshi⁵³	r ə̱ ³³ ◦ tsh i ⁵³			22616		0
22635	the flower		flower	mi³³to⁵³	mi³³to⁵³	m i ³³ ◦ t o ⁵³			22635		0
22374	the fog		fog	mu⁵⁵pæ⁵³	mu⁵⁵pæ⁵³	m u ⁵⁵ ◦ p æ ⁵³			22374		0
22439	the foot		foot	ŋgɐ²⁴	ŋgɐ²⁴	ŋg ɐ ²⁴			22439	?!	0
16549	the forest		forest	nɑ³³ɦu⁵⁵	nɑ³³ɦu⁵⁵	n ɑ ³³ ◦ ɦ u ⁵⁵			16549		0
22596	the fox		fox	ndzə̱⁵³	ndzə̱⁵³	ndz ə̱ ⁵³			22596	?!	0
22611	the frog		frog	mbə⁵³mbɑ³³	mbə⁵³mbɑ³³	mb ə ⁵³ ◦ mb ɑ ³³			22611	?!	0
22810	the front (front side)		front	mo³³khæ⁵³	mo³³khæ⁵³	m o ³³ ◦ kh æ ⁵³			22810		0
22372	the frost		frost	vɐ̱⁵³	vɐ̱⁵³	v ɐ̱ ⁵³			22372		0
22636	the fruit		fruit	mə⁵⁵mɑ³³	mə⁵⁵mɑ³³	m ə ⁵⁵ ◦ m ɑ ³³			22636		0
24984	the goat		goat	tshə⁵³	tshə⁵³	tsh ə ⁵³			24984		0
22664	the grass		grass	ɣu⁵³	ɣu⁵³	ɣ u ⁵³			22664		0
22371	the hail		hail	ɴuə̱²⁴	ɴuə̱²⁴	ɴ u ə̱ ²⁴			22371		0
22420	the hair (of the head)		hair	ʁɐ̱⁵³mo³³	ʁɐ̱⁵³mo³³	ʁ ɐ̱ ⁵³ ◦ m o ³³			22420		0
22440	the hand		hand	ɤi⁵³	ɤi⁵³	ɤ i ⁵³			22440		0
22419	the head		head	ʁɐ̱⁵³lø³³	ʁɐ̱⁵³lø³³	ʁ ɐ̱ ⁵³ ◦ l ø ³³			22419		0
22465	the heart		heart	jɐ⁵³	jɐ⁵³	j ɐ ⁵³			22465		0
22550	the hoof		hoof	quə³³tshə⁵³	quə³³tshə⁵³	q u ə ³³ ◦ tsh ə ⁵³			22550		0
17449	the horn (keratinized skin)		horn	tʂhə̱⁵³	tʂhə̱⁵³	tʂh ə̱ ⁵³			17449		0
17452	the horn (keratinized skin)		horn	tʂhə̱⁵⁵mbɐ⁵³	tʂhə̱⁵⁵mbɐ⁵³	tʂh ə̱ ⁵⁵ ◦ mb ɐ ⁵³			17452	?!	0
22554	the horse		horse	ɣui⁵³	ɣui⁵³	ɣ u i ⁵³			22554		0
18454	the house		house	tɕe⁵³	tɕe⁵³	tɕ e ⁵³			18454		0
22531	the husband		husband	thə⁵³tshe³³	thə⁵³tshe³³	th ə ⁵³ ◦ tsh e ³³			22531		0
22375	the ice		ice	ȵdʑe³³ku²⁴	ȵdʑe³³ku²⁴	ȵdʑ e ³³ ◦ k u ²⁴			22375	?!	0
22438	the knee		knee	ɴuə̱²⁴ phə⁵⁵lɑ³³	ɴuə̱²⁴ phə⁵⁵lɑ³³	ɴ u ə̱ ²⁴ _ ph ə ⁵⁵ ◦ l ɑ ³³			22438		0
22383	the lake		lake	xuə²⁴	xuə²⁴	x u ə ²⁴			22383		0
22634	the leaf		leaf	lo³³mɑ⁵⁵	lo³³mɑ⁵⁵	l o ³³ ◦ m ɑ ⁵⁵			22634		0
22427	the lip (the lips)		lip	ŋə³³tsə⁵³ rə³³mbɐ⁵³	ŋə³³tsə⁵³ rə³³mbɐ⁵³	ŋ ə ³³ ◦ ts ə ⁵³ _ r ə ³³ ◦ mb ɐ ⁵³			22427	?!	0
22466	the liver		liver	zə⁵³	zə⁵³	z ə ⁵³			22466		0
22617	the louse		louse	tshə⁵⁵mɑ⁵³	tshə⁵⁵mɑ⁵³	tsh ə ⁵⁵ ◦ m ɑ ⁵³			22617		0
22464	the lung		lung	tshə̱⁵³	tshə̱⁵³	tsh ə̱ ⁵³			22464		0
15195	the man (male human)		man	thə⁵³tshe³³	thə⁵³tshe³³	th ə ⁵³ ◦ tsh e ³³			15195		0
22671	the meat		meat	ndo⁵³	ndo⁵³	nd o ⁵³			22671	?!	0
22362	the moon		moon	le̱³³nə̱⁵³	le̱³³nə̱⁵³	l e̱ ³³ ◦ n ə̱ ⁵³			22362		0
22620	the mosquito		mosquito	tɕuæ̃³³tɕhə⁵³	tɕuæ̃³³tɕhə⁵³	tɕ u æ̃ ∼ ³³ ◦ tɕh ə ⁵³			22620		0
17257	the mother		mother	æ³³mɐ⁵⁵	æ³³mɐ⁵⁵	æ ³³ ◦ m ɐ ⁵⁵			17257		0
22379	the mountain		hill / mountain	mbo⁵³	mbo⁵³	mb o ⁵³			22379	?!	0
22592	the mouse or rat		mouse	tshuə̱²⁴	tshuə̱²⁴	tsh u ə̱ ²⁴			22592		0
22426	the mouth		mouth	ŋə³³tsø⁵³	ŋə³³tsø⁵³	ŋ ə ³³ ◦ ts ø ⁵³			22426		0
22397	the mud		mud	ndɑ³³mbɑ⁵³	ndɑ³³mbɑ⁵³	nd ɑ ³³ ◦ mb ɑ ⁵³			22397	?!	0
22444	the nail (fingernail or claw)		nail	ra³³ndza⁵⁵	ra³³ndza⁵⁵	r a ³³ ◦ ndz a ⁵⁵			22444	?!	0
22791	the name		name	mi⁵³	mi⁵³	m i ⁵³			22791		0
22428	the neck		neck	ʁə̱⁵⁵tsa⁵³	ʁə̱⁵⁵tsa⁵³	ʁ ə̱ ⁵⁵ ◦ ts a ⁵³			22428		0
22732	the needle (for sewing)		needle	ʁɐ̱⁵³	ʁɐ̱⁵³	ʁ ɐ̱ ⁵³			22732		0
22618	the nit		nit	tshə⁵⁵rə⁵³	tshə⁵⁵rə⁵³	tsh ə ⁵⁵ ◦ r ə ⁵³			22618		0
22423	the nose		nose	sə⁵³	sə⁵³	s ə ⁵³			22423		0
22590	the otter		otter	dʑuə̱²⁴	dʑuə̱²⁴	dʑ u ə̱ ²⁴			22590		0
22565	the pig		pig	ʑy²⁴	ʑy²⁴	ʑ y ²⁴			22565		0
22566	the pig		pig	βɐ⁵³	βɐ⁵³	β ɐ ⁵³			22566		0
22368	the rain		rain	mə⁵⁵qhɐ̱³³	mə⁵⁵qhɐ̱³³	m ə ⁵⁵ ◦ qh ɐ̱ ³³			22368		0
22369	the rainbow		rainbow	ȵdʑæ⁵³	ȵdʑæ⁵³	ȵdʑ æ ⁵³			22369	?!	0
22668	the rice plant		rice	ndʐue⁵³	ndʐue⁵³	ndʐ u e ⁵³			22668	?!	0
22967	the river		river	tɕə⁵³	tɕə⁵³	tɕ ə ⁵³			22967		0
23875	the road		road	dʑɐ³³lɐ⁵³	dʑɐ³³lɐ⁵³	dʑ ɐ ³³ ◦ l ɐ ⁵³			23875		0
22633	the root		root	tsɐ⁵⁵wæ⁵³	tsɐ⁵⁵wæ⁵³	ts ɐ ⁵⁵ ◦ w æ ⁵³			22633		0
22747	the rope		rope / string	wɐ⁵³	wɐ⁵³	w ɐ ⁵³			22747		0
22410	the salt		salt	tshə⁵³	tshə⁵³	tsh ə ⁵³			22410		0
22395	the sand		sand	tɕə⁵⁵mæ⁵³	tɕə⁵⁵mæ⁵³	tɕ ə ⁵⁵ ◦ m æ ⁵³			22395		0
23252	the sea		sea	thæ⁵⁵ji⁵⁵dʑæ̃³³tshuə⁵³	thæ⁵⁵ji⁵⁵dʑæ̃³³tshuə⁵³	th æ ⁵⁵ ◦ j i ⁵⁵ ◦ dʑ æ̃ ∼ ³³ ◦ tsh u ə ⁵³			23252		0
18060	the seed		seed	ɣə²⁴	ɣə²⁴	ɣ ə ²⁴			18060		0
22559	the sheep		sheep	ʁa⁵³	ʁa⁵³	ʁ a ⁵³			22559		0
30615	the shit		excrement (noun)	ʂə²⁴	ʂə²⁴	ʂ ə ²⁴			30615		0
22429	the shoulder		shoulder	ʁua²⁴	ʁua²⁴	ʁ u a ²⁴			22429		0
22750	the sickle		sickle	so³³ le⁵⁵	so³³ le⁵⁵	s o ³³ _ l e ⁵⁵			22750		0
22751	the sickle		net	tʂæ³³wæ⁵³	tʂæ³³wæ⁵³	tʂ æ ³³ ◦ w æ ⁵³			22751		0
24924	the skin		skin	rə³³mbɐ⁵³	rə³³mbɐ⁵³	r ə ³³ ◦ mb ɐ ⁵³			24924	?!	0
22360	the sky		sky	mə⁵³	mə⁵³	m ə ⁵³			22360		0
22377	the smoke		smoke	mu³³khə⁵³	mu³³khə⁵³	m u ³³ ◦ kh ə ⁵³			22377		0
22609	the snake		snake	ro⁵³	ro⁵³	r o ⁵³			22609		0
22673	the snow		snow	βə²⁴	βə²⁴	β ə ²⁴			22673		0
17262	the son		son	tɕue²⁴	tɕue²⁴	tɕ u e ²⁴			17262		0
22601	the sparrow		sparrow	tɕe⁵⁵βu³³ u⁵⁵zə⁵³	tɕe⁵⁵βu³³ u⁵⁵zə⁵³	tɕ e ⁵⁵ ◦ β u ³³ _ u ⁵⁵ ◦ z ə ⁵³			22601		0
22621	the spider		spider	ji⁵⁵mɐ⁵³qɑ³³rɑ³³	ji⁵⁵mɐ⁵³qɑ³³rɑ³³	j i ⁵⁵ ◦ m ɐ ⁵³ ◦ q ɑ ³³ ◦ r ɑ ³³			22621		0
22363	the star		star	ndʐi²⁴βu³³	ndʐi²⁴βu³³	ndʐ i ²⁴ ◦ β u ³³			22363	?!	0
24002	the stick		rod / stick	də³³mbɐ⁵³	də³³mbɐ⁵³	d ə ³³ ◦ mb ɐ ⁵³			24002	?!	0
30569	the stone (a piece of)		stone (noun)	dʑo⁵³	dʑo⁵³	dʑ o ⁵³			30569		0
22480	the sun		sun	nə̱²⁴	nə̱²⁴	n ə̱ ²⁴			22480		0
22553	the tail		tail	mə²⁴	mə²⁴	m ə ²⁴			22553		0
22437	the thigh		thigh	lɐ⁵⁵ɕæ⁵³	lɐ⁵⁵ɕæ⁵³	l ɐ ⁵⁵ ◦ ɕ æ ⁵³			22437		0
22366	the thunder		thunder	ndʐu⁵³	ndʐu⁵³	ndʐ u ⁵³			22366	?!	0
22582	the tiger		tiger	tɑ⁵³	tɑ⁵³	t ɑ ⁵³			22582		0
25330	the tongue		tongue	rɐ²⁴	rɐ²⁴	r ɐ ²⁴			25330		0
23782	the tooth (front)		tooth	xuə²⁴	xuə²⁴	x u ə ²⁴			23782		0
22630	the tree		tree	tshə³³pho²⁴	tshə³³pho²⁴	tsh ə ³³ ◦ ph o ²⁴			22630		0
24887	the water		water	tɕə⁵³	tɕə⁵³	tɕ ə ⁵³			24887		0
22654	the wheat		wheat	qø̱²⁴	qø̱²⁴	q ø̱ ²⁴			22654		0
22532	the wife		wife	mo³³ȵõ⁵³	mo³³ȵõ⁵³	m o ³³ ◦ ȵ õ ∼ ⁵³			22532		0
22622	the wind		wind	mə̱⁵³mə̱³³	mə̱⁵³mə̱³³	m ə̱ ⁵³ ◦ m ə̱ ³³			22622		0
22575	the wing		wing	βə³³phæ⁵⁵	βə³³phæ⁵⁵	β ə ³³ ◦ ph æ ⁵⁵			22575		0
22595	the wolf		wolf	də²⁴	də²⁴	d ə ²⁴			22595		0
23473	the woman		woman	mo³³ȵo⁵³	mo³³ȵo⁵³	m o ³³ ◦ ȵ o ⁵³			23473		0
22706	the wood (material)		wood / log	tshə⁵⁵rø⁵³	tshə⁵⁵rø⁵³	tsh ə ⁵⁵ ◦ r ø ⁵³			22706		0
22614	the worm		insect / worm	mbə³³tʂɑ²⁴	mbə³³tʂɑ²⁴	mb ə ³³ ◦ tʂ ɑ ²⁴			22614	?!	0
22853	the year		year	kui⁵³	kui⁵³	k u i ⁵³			22853		0
22975	there		there	wɐ²⁴ khɐ³³	wɐ²⁴ khɐ³³	w ɐ ²⁴ _ kh ɐ ³³			22975		0
22996	thick		thick	ɣui³³ ɣui⁵³	ɣui³³ ɣui⁵³	ɣ u i ³³ _ ɣ u i ⁵³			22996		0
30564	thin (object)		thin	ndʑuə⁵⁵ndʑuə⁵³	ndʑuə⁵⁵ndʑuə⁵³	n dʑ u ə ⁵⁵ n ◦ dʑ u ə ⁵³			30564		0
23038	thin (slim)		thin	qə̱³³ra²⁴	qə̱³³ra²⁴	q ə̱ ³³ ◦ r a ²⁴			23038		0
21069	this		this	ɐ⁵³ tsə³³	ɐ⁵³ tsə³³	ɐ ⁵³ _ ts ə ³³			21069		0
22959	thou [second person singular]		you	næ⁵³	næ⁵³	n æ ⁵³			22959		0
22868	three		three	so⁵³	so⁵³	s o ⁵³			22868		0
22869	three		three	sõ⁵³	sõ⁵³	s õ ∼ ⁵³			22869		0
23094	to be alive		living (adj.)	zh⁵³zə³³	zh⁵³zə³³	zh ⁵³ ◦ z ə ³³			23094		0
23682	to bite		bite	khə⁵⁵βɐ⁵³	khə⁵⁵βɐ⁵³	kh ə ⁵⁵ ◦ β ɐ ⁵³			23682		0
23519	to blow (of wind)		blow (one's nose)	nu³³phɐ⁵³	nu³³phɐ⁵³	n u ³³ ◦ ph ɐ ⁵³			23519		0
24332	to burn [intransitive]		burn	tə⁵⁵tʂy⁵³	tə⁵⁵tʂy⁵³	t ə ⁵⁵ ◦ tʂ y ⁵³			24332		0
23383	to buy		buy	qhə̱³³tə̱⁵³	qhə̱³³tə̱⁵³	qh ə̱ ³³ ◦ t ə̱ ⁵³			23383		0
23322	to chew		chew	nɐ³³tsə⁵⁵tsɐ³³	nɐ³³tsə⁵⁵tsɐ³³	n ɐ ³³ ◦ ts ə ⁵⁵ ◦ ts ɐ ³³			23322		0
23370	to come		come (1sg)	tho⁵³	tho⁵³	th o ⁵³			23370		0
25450	to come		come	rɐ⁵³	rɐ⁵³	r ɐ ⁵³			25450		0
23456	to count		count (numbers)	(tsi³³tʂu⁵⁵) tə³³dʑɐ⁵³	(tsi³³tʂu⁵⁵) tə³³dʑɐ⁵³	t ə ³³ ◦ dʑ ɐ ⁵³			23456	!	0
23365	to cry (weep)		cry	tə̱⁵⁵ɴGɐ̱⁵³	tə̱⁵⁵ɴGɐ̱⁵³	t ə̱ ⁵⁵ ◦ ɴ ɢ ɐ̱ ⁵³			23365	NG?!	0
23463	to die		die	thɐ³³sə⁵³	thɐ³³sə⁵³	th ɐ ³³ ◦ s ə ⁵³			23463		0
23492	to dig		dig / scoop out	ɦɑ³³qo⁵³	ɦɑ³³qo⁵³	ɦ ɑ ³³ ◦ q o ⁵³			23492		0
